"city_code","wages_less0.25","wages_0.25to0.5","wages_0.5to1","wages_1to2","wages_2to3","wages_3to5","wages_5to10","wages_10to15","wages_15to20","wages_20to30","wages_30plus","wages_noWage","wages_avg"
1303569,2.85,4.83,26.78,12.22,2.26,1.62,0.76,0.1,0.05,0.05,0.05,48.43,0.6364375
1303601,4.2,3.12,10.76,4.65,1.72,0.81,0.43,0.06,0.04,0.02,0.02,74.18,0.3058
1303700,5,6.61,15.01,6.15,0.94,0.87,0.47,0.06,0.03,0.02,0.01,64.83,0.3564125
1303809,2.35,2.41,13.85,7.68,2.54,2.07,1.91,0.27,0.17,0.05,0.04,66.65,0.6115375
1303908,7.46,9.35,17.04,5.1,0.83,0.71,0.47,0.03,0.02,0.02,0.02,58.95,0.3606625
1303957,8.29,10.1,20.77,7.71,2.24,1.29,0.42,0.04,0.05,0.01,0.04,49.05,0.497375
1304005,7.12,8.66,19.87,8.78,2.14,1.42,0.87,0.1,0.03,0.06,0.02,50.93,0.5453
1304062,5.52,5.47,19.33,8.41,2.31,2.17,1.55,0.33,0.14,0.04,0.04,54.69,0.6539875
1304104,11.65,9.82,18.25,6.44,0.93,1.34,0.81,0.06,0.06,0.02,0.01,50.61,0.463025
1304203,5.57,6.35,23.32,10.54,3,2.7,1.7,0.25,0.17,0.04,0.05,46.31,0.7672375
1304237,3.39,4.73,16.26,5.77,1.02,0.86,0.48,0.07,0.02,0.02,0.02,67.37,0.3538625
1304260,3.56,8.06,19.4,8.56,1.49,1.05,0.63,0.06,0.07,0.05,0.04,57.03,0.483775
1304302,8.3,8.58,19.38,8.46,2.21,1.46,0.76,0.15,0.12,0.06,0.03,50.47,0.559575
1304401,6.77,8.6,20.49,7.15,1.66,1.36,0.61,0.06,0.08,0.02,0.02,53.17,0.48425
1400027,2.8,2.95,16.02,5.55,1.52,1.4,0.51,0.08,0.03,0.02,0.02,69.1,0.3799625
1400050,3,2.89,16.09,5.67,1.85,1.88,1,0.07,0.03,0.02,0.01,67.49,0.4425125
1400100,1.79,2.51,23.01,15.14,5.44,5.54,5.06,0.83,0.54,0.3,0.17,39.68,1.4749125
1400159,3.32,4.42,20.35,7.53,2.22,1.64,1.14,0.17,0.1,0.05,0.01,59.06,0.5513
1400175,3.48,4.5,20.4,7.08,2.24,2.31,1.68,0.19,0.13,0.06,0.06,57.87,0.638675
1400209,3.75,4.06,24.52,9.56,2.82,2.52,1.65,0.18,0.08,0.04,0.02,50.79,0.69945
1400233,5.42,8.25,21.34,12.31,3.15,2.88,1.1,0.13,0.08,0.03,0.08,45.22,0.7273875
1400282,4.16,4.15,20.49,8.47,1.76,1.73,1.18,0.09,0.03,0.01,0,57.92,0.5273875
1400308,3.55,3.56,23.99,8.85,2.56,2.53,1.53,0.19,0.09,0.03,0.09,53.04,0.68885
1400407,3.38,4.67,13.51,7.72,2.24,2.38,1.07,0.13,0.05,0,0.03,64.8,0.5085375
1400456,3.01,3.8,17.22,8.62,3.37,3.29,1.69,0.27,0.15,0.05,0.11,58.4,0.728325
1400472,4.23,4.48,22.48,8.61,2.53,1.88,1.25,0.11,0.05,0.05,0.05,54.28,0.607325
1400506,6,5.99,22.85,12.46,2.97,2.71,1.69,0.13,0.06,0.08,0.04,45.02,0.7638875
1400605,3.45,4,20.58,11.56,2.55,2.57,1.68,0.07,0.05,0.05,0.04,53.39,0.685925
1400704,5.18,5.86,9.65,3.75,1.82,1.1,0.47,0.04,0.08,0.04,0.11,71.91,0.3503
1500107,7.88,8.18,21.22,8.6,2.33,1.61,0.94,0.1,0.05,0.02,0.02,49.06,0.563925
1500131,5.71,6.93,27.37,12.92,2.53,2.03,1.07,0.07,0.13,0.06,0.07,41.1,0.7315375
1500206,7.89,9.41,22.25,6.47,1.13,0.68,0.38,0.04,0.02,0,0,51.73,0.4113875
1500305,4.4,6.51,16.61,5.06,1.22,0.71,0.44,0.04,0.01,0.01,0.01,64.98,0.3400375
1500347,2.11,2.86,26.13,17.45,2.24,1.18,0.58,0.06,0.03,0.03,0.04,47.3,0.652675
1500404,8.54,9.72,20.8,5.62,1.31,0.95,0.57,0.07,0.02,0.01,0.01,52.38,0.42935
1500503,4.76,6.37,17.56,10.34,3.82,3.57,2.48,0.46,0.27,0.15,0.11,50.09,0.9221375
1500602,3.62,4.48,23.86,14.14,4.49,3.29,2.02,0.26,0.2,0.08,0.08,43.48,0.92375
1500701,9.41,15.33,18.88,5.5,1.77,0.79,0.51,0.06,0.05,0.05,0.03,47.63,0.4569625
1500800,2.14,2.82,23.93,16.53,5.01,3.72,2.43,0.32,0.21,0.09,0.05,42.75,1.0139
1500859,6.54,7.34,18.01,9.23,2.3,1.6,1.14,0.06,0.09,0.04,0.04,53.61,0.56965
1500909,12.69,10.14,16.78,3.82,0.7,0.58,0.26,0.03,0.02,0,0.01,54.97,0.32335
1500958,6.33,8.8,21.01,5.07,1.03,0.69,0.3,0.03,0.04,0.01,0,56.69,0.37155
1501006,7.74,7.75,15.14,4.57,1.24,0.91,0.35,0.03,0.07,0.02,0.01,62.17,0.3481625
1501105,8.66,11.97,18.63,6,0.75,0.51,0.23,0.01,0.05,0.01,0.01,53.15,0.3681625
1501204,7.9,11.48,23.32,7.16,1.16,0.96,0.31,0.03,0.03,0,0.01,47.63,0.44775
1501253,6.1,5.77,23.39,14.8,2.94,1.76,1.43,0.22,0.26,0.11,0.07,43.15,0.8069625
1501303,4.68,6.05,19.71,12.32,4.49,3.04,1.62,0.2,0.09,0.04,0.04,47.7,0.7851125
1501402,1.87,2.53,22.99,15,5.17,4.64,4.27,0.9,0.71,0.37,0.21,41.35,1.4389375
1501451,7.9,6.72,18.83,8.77,2.25,1.74,1.01,0.04,0.01,0.02,0.01,52.7,0.534075
1501501,3.6,4.19,25.81,14.98,3.15,2.1,1.22,0.12,0.08,0.03,0.02,44.69,0.7397375
1501576,5.99,7.53,27.53,10.61,2.01,1.48,0.9,0.23,0.09,0.03,0.01,43.59,0.6407875
1501600,10.26,11.01,26.31,5.33,0.9,0.57,0.34,0.07,0.04,0.04,0.01,45.13,0.4437625
1501709,8.04,8.89,23.91,8.08,1.97,1.68,1.05,0.13,0.08,0.03,0.02,46.11,0.5929125
1501725,5.67,6.44,22.66,10.04,2.4,2.08,1.49,0.2,0.21,0.12,0.13,48.57,0.744575
1501758,8.35,7.34,24.11,9.63,2.13,1.26,0.92,0.17,0.12,0.03,0,45.92,0.596075
1501782,6.16,7.65,23.61,8.98,1.86,1.14,0.58,0.06,0.03,0.02,0.02,49.87,0.5152125
1501808,5.66,9.49,19.91,6.38,1.6,1.31,0.69,0.09,0.05,0.03,0.01,54.78,0.4694125
1501907,10.66,11.4,22.1,6.2,0.78,0.5,0.32,0.04,0.04,0.02,0.01,47.94,0.41165
1501956,10.11,11.17,17.11,5.27,0.52,0.33,0.14,0.01,0.02,0,0.01,55.33,0.3189875
1502004,8.42,8.97,21.22,5.79,1.11,0.94,0.37,0.01,0.01,0.02,0,53.13,0.4017875
1502103,7.92,10.22,19.82,5.49,1.25,0.97,0.57,0.05,0.03,0.02,0.01,53.66,0.421425
1502152,2.84,3.24,19.54,16.52,5.2,4.16,2.47,0.31,0.27,0.07,0.07,45.31,1.01975
1502202,9.61,6.88,24.89,9.64,2.9,2.5,1.73,0.21,0.11,0.05,0.03,41.44,0.75035
1502301,9.5,10.76,22.88,5.8,1.08,0.95,0.63,0.07,0.07,0.02,0.02,48.22,0.46695
1502400,3.73,3.85,26.88,13.25,3.67,2.78,1.83,0.24,0.15,0.05,0.05,43.54,0.8480625
1502509,5.64,6.58,18.31,3.65,0.78,1.32,0.29,0.05,0.01,0.01,0.02,63.33,0.3414
1502608,8.81,8.58,22.65,6.54,1.59,1.13,0.55,0.13,0.04,0.01,0.01,49.95,0.477125
1502707,4.92,5.91,26.09,10.4,2.94,2.42,1.56,0.17,0.13,0.05,0.06,45.35,0.7479375
1502756,8.83,10.22,24.78,7.67,1.32,0.9,0.56,0.06,0.02,0.02,0.02,45.61,0.4943
1502764,4.84,4.72,18.6,20.04,4.39,2.1,1.09,0.15,0.13,0,0.05,43.89,0.8019
1502772,4.59,4.62,24.5,11.96,2.68,1.59,0.87,0.08,0.1,0.03,0.06,48.92,0.6408
1502806,8.19,13.45,18.71,5.76,1.23,1.37,0.55,0.04,0.01,0.01,0,50.67,0.4336875
1502855,10.16,9.79,19.46,5.91,0.9,0.72,0.31,0.08,0.02,0,0,52.64,0.3847625
1502905,7.39,7.63,22.51,6.39,1.31,1.05,0.7,0.05,0.04,0.01,0,52.92,0.4547625
1502939,4.45,5.61,27.72,10.95,2.25,1.54,0.9,0.1,0.08,0.03,0.04,46.32,0.6356625
1502954,6.03,7.64,23.64,9.65,2.22,1.45,0.87,0.13,0.11,0.02,0.03,48.2,0.594025
1503002,8.95,7.33,19.65,6.18,1.36,1.36,0.48,0.02,0.03,0,0.02,54.61,0.4280875
1503044,6.25,7.77,22.64,8.27,2.11,1.63,1.01,0.1,0.09,0.02,0.08,50.02,0.5895625
1503077,12.78,12.57,19.55,6.58,1.03,0.64,0.46,0.03,0.05,0.01,0.04,46.26,0.4372625
1503093,3.9,5.22,23.48,11.35,2.55,1.43,0.87,0.09,0.13,0.04,0.02,50.94,0.611875
1503101,6.98,10.06,21.31,6.87,1.28,0.65,0.34,0.05,0.02,0,0.03,52.4,0.4203
1503200,7.16,8.17,24.98,6.95,1.5,1.33,0.84,0.06,0.06,0.01,0.01,48.93,0.5173375
1503309,8.92,11.53,20.97,5.54,1.23,0.77,0.39,0.04,0.01,0,0.01,50.59,0.4064625
1503408,6.85,7.45,27.06,7.68,1.38,1.27,0.3,0.07,0.04,0,0.02,47.86,0.4927625
1503457,3.7,6.5,23.62,6.39,0.87,0.57,0.26,0.02,0.05,0.01,0,58,0.384425
1503507,12.46,11.02,23.42,6.15,0.99,0.78,0.54,0.05,0.03,0.02,0.01,44.54,0.456325
1503606,4.55,4.94,23.97,12.42,4.02,2.86,1.61,0.18,0.15,0.05,0.05,45.19,0.807875
1503705,6.08,7.54,22.24,7.58,1.52,1.21,0.76,0.06,0.11,0.02,0.04,52.83,0.511125
1503754,4.25,2.78,13.83,14.25,4.56,2.17,1.11,0.15,0.11,0.08,0.05,56.65,0.695575
1503804,3.9,5.55,24.01,11.54,2.13,1.44,0.93,0.1,0.09,0.03,0.03,50.26,0.6090875
1503903,5.96,7.32,21.22,8.44,2.12,1.26,0.75,0.08,0.08,0.03,0.02,52.73,0.52525
1504000,11.15,13.11,16.12,4.12,0.89,0.78,0.43,0.04,0.02,0,0,53.34,0.3539375
1504059,6.68,7.8,25.4,10.09,2.31,1.87,0.96,0.14,0.09,0.03,0.03,44.62,0.6421
1504109,10.53,9.13,21.41,6.85,1.66,1.11,0.56,0.08,0,0.02,0.02,48.64,0.4727875
1504208,2.53,3.09,21.41,14.87,4.9,3.52,2.46,0.33,0.23,0.09,0.08,46.5,0.9773375
1504307,11.58,9.03,23.29,5.47,1.07,0.86,0.43,0.04,0.06,0.02,0,48.14,0.4334375
1504406,8.29,8.7,24.5,8.56,1.79,1.43,0.98,0.14,0.07,0.01,0.02,45.51,0.5792
1504422,2.91,3.04,24.25,17.05,3.85,1.91,0.71,0.07,0.04,0.02,0.01,46.15,0.70595
1504455,5.82,8.15,24.58,9.78,2.24,1.8,1.22,0.14,0.16,0.07,0.05,45.99,0.6736625
1504505,6.67,11.17,14.77,4.57,0.77,0.67,0.3,0.04,0.03,0,0.01,61,0.3196875
1504604,7.95,10.58,19.19,6.25,1.38,1.29,0.61,0.05,0.03,0.01,0.02,52.63,0.449075
1504703,6.67,8.07,21.56,9.02,1.72,0.86,0.45,0.04,0.04,0.01,0.03,51.54,0.4785875
1504802,7.98,11.14,21.34,6.41,1.61,1.56,0.68,0.05,0.05,0.01,0.01,49.16,0.492075
1504901,7.45,12.02,23.77,5.37,1.02,1.14,0.36,0.02,0.03,0.05,0.01,48.76,0.443875
1504950,11.4,10.63,17.56,6.13,0.84,0.67,0.36,0.01,0.07,0.02,0.01,52.3,0.3883125
1504976,6.44,9.33,24.73,9.13,2.34,1.44,0.79,0.07,0.13,0.04,0.03,45.52,0.5993625
1505007,11.36,8.78,26.35,7.21,1.65,1.27,0.82,0.07,0.04,0.02,0,42.43,0.5414
1505031,1.88,3.1,21.74,20.65,6.74,3.95,2.39,0.19,0.32,0.09,0.09,38.86,1.124125
1505064,4.89,7.2,22.15,9.05,2.14,1.41,0.87,0.09,0.09,0.04,0.03,52.03,0.56225
1505106,10.53,10.64,23.19,6.18,1.22,1.06,0.63,0.07,0.05,0.02,0.01,46.4,0.4785
1505205,9.99,13.26,18.05,5.28,1.11,1.02,0.41,0.01,0.01,0,0,50.84,0.391575
1505304,6.54,8.89,20.89,7.95,2.29,2.01,1.29,0.2,0.15,0.07,0.04,49.69,0.6407625
1505403,11.48,10.4,22.4,6.98,1.53,1.17,0.78,0.1,0.07,0.02,0.02,45.05,0.5197
1505437,2.07,2.73,19.91,16.56,5.32,2.83,1.6,0.14,0.15,0.06,0.06,48.58,0.8560875
1505486,5.53,6.84,18.3,6.6,1.57,1.14,0.64,0.11,0.08,0.03,0.05,59.12,0.458825
1505494,9.25,7.08,23.68,9.52,1.97,1.49,0.68,0.08,0.14,0.05,0.02,46.05,0.582925
1505502,3.54,3.98,24.49,13.78,4.04,2.77,1.58,0.19,0.19,0.04,0.04,45.35,0.82345
1505536,1.74,2.21,17.76,17.22,7.28,5.4,2.88,0.43,0.32,0.13,0.09,44.54,1.1873875
1505551,8.93,6.52,23.17,11.18,2.21,1.23,0.82,0.06,0.02,0.02,0,45.84,0.5702
1505601,8.9,6.77,23.67,6.13,1.25,1.11,0.69,0.03,0.05,0.05,0.06,51.3,0.4875125
1505635,5.8,6.95,23.38,11.79,2.55,1.47,0.86,0.04,0.11,0.01,0.02,47.01,0.6125625
1505650,7.62,10.91,22.12,6.77,1.66,0.97,0.54,0.06,0.03,0,0.04,49.28,0.4729625
1505700,11.37,9.04,21.6,5.76,1.06,1.36,0.56,0.04,0.03,0.01,0,49.16,0.446375
1505809,6.1,9.43,16.88,6.47,1.65,1.25,0.53,0.05,0.03,0.02,0.02,57.58,0.4277625
1505908,6.28,8.75,16.32,5.88,1.21,0.85,0.38,0.02,0.04,0.01,0,60.26,0.3638625
1506005,9.31,12.47,17.74,4.42,1.13,0.87,0.4,0.04,0.03,0.01,0.01,53.57,0.3781875
1506104,13.27,8.42,22.6,6.58,1.46,1.2,0.76,0.08,0.02,0.02,0.01,45.57,0.49595
1506112,15.44,10.71,21.28,6.73,1.49,1.04,0.51,0.05,0.14,0.02,0.02,42.57,0.4981625
1506138,3.26,3.77,26.94,15.32,4.3,3.23,2.07,0.25,0.28,0.09,0.09,40.4,0.9758375
1506161,3.8,5.15,26.98,15.34,3.37,2.54,1.85,0.22,0.21,0.04,0.07,40.43,0.8811125
1506187,5.26,6.32,26.83,10.54,2.28,1.65,0.95,0.12,0.1,0.02,0.02,45.91,0.633925
1506195,4.64,7.1,25.24,7.51,1.3,0.76,0.41,0.04,0.02,0.02,0.01,52.95,0.450325
1506203,6.46,6.87,27.72,11.68,3.02,2.19,1.28,0.14,0.16,0.07,0.1,40.3,0.7771125
1506302,8.3,8.51,23.99,7.67,1.74,1.89,1.05,0.12,0.11,0.02,0.02,46.58,0.5907375
1506351,4.53,5.44,25.09,11.09,2.25,1.46,0.92,0.06,0.07,0.02,0.01,49.07,0.59765
1506401,5.27,4.54,20,3.9,0.78,0.54,0.26,0.09,0.02,0,0.02,64.59,0.32005
1506500,5.1,4.94,24.36,12.09,2.9,2.02,1.18,0.12,0.08,0.06,0.01,47.15,0.684125
1506559,10.2,8.71,21.87,5.84,1.23,0.75,0.38,0.07,0.08,0.01,0.02,50.83,0.4302875
1506583,5.39,7.1,24.17,10.61,1.86,1.24,1.01,0.09,0.13,0.02,0.02,48.36,0.597375
1506609,8.55,10.8,25.74,7.93,1.76,1.52,0.99,0.1,0.1,0.04,0.04,42.45,0.604925
1506708,2.55,3.48,21.74,17.35,2.68,1.36,0.6,0.06,0.07,0.03,0.01,50.05,0.639375
1506807,4.5,5.42,23.54,11.44,3.17,2.45,1.68,0.24,0.16,0.06,0.04,47.3,0.767975
1506906,6.61,6.8,22.25,6.49,1.26,1.09,0.33,0.02,0.06,0,0.02,55.06,0.4251
1507003,8.04,7.71,25.18,10.02,2.35,1.53,0.81,0.06,0.07,0.01,0.03,44.2,0.6001125
1507102,9,9.79,25.86,8.13,1.57,1,0.63,0.05,0.02,0.01,0.01,43.92,0.5168625
1507151,7.08,7.79,27.12,9.86,2.28,1.39,0.8,0.12,0.06,0.03,0.03,43.44,0.6128125
1507201,10.52,11.08,20.02,4.73,0.91,0.6,0.35,0.04,0.02,0.01,0,51.73,0.37295
1507300,1.33,3.21,23.41,15.72,3.07,1.53,0.77,0.06,0.07,0.05,0.03,50.75,0.6636875
1507409,6.41,7.41,28.45,8.75,1.69,1.36,0.77,0.07,0.04,0.01,0.07,44.95,0.5820875
1507458,5.08,6.52,26.06,11.84,2.4,1.9,1.11,0.1,0.14,0.02,0.03,44.79,0.68045
1507466,11.82,8.99,22.94,5.73,1.33,0.73,0.27,0.1,0.02,0,0.02,48.05,0.4259625
1507474,10.43,8.74,21.97,6.13,1.25,1.17,0.61,0.06,0.05,0.02,0.02,49.54,0.466625
1507508,6.7,7.05,24.34,7.08,1.38,0.79,0.65,0.03,0.06,0.02,0.03,51.86,0.4750375
1507607,8.75,8.94,26.58,9.04,1.64,1.43,0.79,0.09,0.09,0.05,0.03,42.56,0.5963
1507706,10.43,17.3,22.27,4.67,0.9,0.72,0.38,0.04,0.04,0.01,0.01,43.24,0.425325
1507755,3.53,5.39,24.79,17.42,3.65,2.67,1.54,0.12,0.12,0.02,0.07,40.67,0.8518125
1507805,6.47,6.78,18.31,7.75,1.62,1.5,0.71,0.06,0.04,0.04,0.02,56.69,0.479425
1507904,7.29,7.56,24.34,7.36,2.02,2.24,1.37,0.15,0.17,0.05,0.02,47.43,0.649375
1507953,2.73,4.47,19.76,13.73,2.19,1.32,0.58,0.08,0.05,0.02,0.02,55.05,0.5585375
1507961,8.77,7.66,25.64,6.93,1.55,1.24,0.56,0.06,0.02,0,0.02,47.54,0.49425
1507979,8.78,8.87,23.7,9.17,1.88,1.51,0.61,0.05,0.07,0.02,0.03,45.31,0.5561625
1508001,4.67,5.53,25.39,11.63,2.62,1.54,0.93,0.09,0.11,0.03,0.07,47.38,0.6531375
1508035,12.59,9.81,20.27,4.81,0.83,0.82,0.44,0.03,0.02,0,0.01,50.37,0.3892375
1508050,3.73,5.05,21.56,14.01,3.37,2.03,0.83,0.08,0.08,0.02,0.04,49.21,0.6688125
1508084,3.13,3.82,25.69,15.87,4.3,3.13,2.02,0.23,0.28,0.07,0.07,41.39,0.953325
1508100,4.06,4.38,21.34,14.94,4.81,3.41,2.26,0.32,0.26,0.1,0.09,44.03,0.974375
1508126,2.15,3.12,21.99,13.11,2.86,1.26,0.7,0.05,0.1,0.05,0.01,54.61,0.5923
1508159,4.48,5.4,23.69,14.06,3.03,2.12,1.16,0.13,0.11,0.02,0.03,45.75,0.717075
1508209,6.88,7.5,26.9,9.97,2.06,1.76,0.85,0.11,0.06,0.01,0.01,43.91,0.612025
1508308,9.39,8.84,17.67,4.73,0.86,0.53,0.28,0.03,0.02,0,0.01,57.64,0.33405
1508357,4.43,4.91,20.69,9.02,1.94,1.17,0.69,0.15,0.11,0,0.04,56.85,0.5170125
1508407,2.53,3.49,26.3,15.88,3.86,2.8,1.85,0.22,0.23,0.09,0.07,42.67,0.9133625
1600055,3,4.68,16.61,14.11,5.47,5.68,2.49,0.36,0.06,0.18,0.15,47.21,1.057475
1600105,4.53,8.94,20.98,8.76,3.16,3.4,2.36,0.42,0.15,0.18,0.06,47.06,0.86735
1600154,4.81,7.08,19.07,13.6,4.19,4.39,1.6,0.15,0.15,0.07,0.04,44.86,0.86045
1600204,3.53,7.66,19.39,10.97,2.89,3.02,2.03,0.21,0.12,0.07,0.12,49.99,0.793575
1600212,6.62,9,21.02,8.54,2.82,2.32,1.66,0.2,0.03,0.12,0.03,47.65,0.6931
1600238,2.15,5.86,18.94,10.68,3.61,2.93,2.54,0.39,0.11,0.14,0.14,52.52,0.87255
1600253,4.28,9.01,19.26,6.54,1.84,2.06,1.24,0.06,0.03,0,0,55.66,0.5211875
1600279,4.63,5.82,20.22,14.49,3.69,2.92,1.74,0.2,0.16,0.04,0.08,46.02,0.82895
1600303,2.36,3.39,19.42,14.16,5.11,5.94,4.96,0.81,0.49,0.25,0.16,42.96,1.4115125
1600402,4.97,8.12,19.18,8.51,2.43,2.27,1.35,0.22,0.02,0.07,0.03,52.82,0.624675
1600501,1.78,3.65,18,13.48,4.33,4.1,2.84,0.29,0.28,0.12,0.09,51.06,0.9828375
1600535,2.54,5.46,20.74,11.87,3.43,2.91,1.61,0.13,0.12,0.05,0.03,51.12,0.742075
1600550,4.78,5.94,17.46,8.35,1.66,2.52,1.73,0.26,0.15,0.08,0,57.07,0.641225
1600600,3.08,4.68,20.98,12.48,4.04,4.17,2.53,0.24,0.17,0.07,0.06,47.49,0.9226
1600709,4.61,8.81,18.28,7.32,2.6,1.89,1.31,0.15,0.07,0.05,0.05,54.85,0.5888125
1600808,3.9,5.89,12.76,12.63,3.59,2.26,1.27,0.08,0.05,0.01,0.05,57.49,0.6286375
1700251,7.48,6.26,25.19,9.81,2.55,2.55,1.01,0.05,0.11,0,0.11,44.91,0.67825
1700301,6.07,4.41,27.2,14.16,3.88,2.36,1.22,0.15,0.07,0.02,0.1,40.34,0.7970125
1700350,6.16,4.62,27.86,13.34,3.48,2.6,1.08,0.17,0.06,0.02,0,40.61,0.750525
1700400,8.56,6.54,25.51,10.19,2.52,2,1.26,0.2,0.17,0.08,0.02,42.96,0.70835
1700707,4.42,4.45,29.61,16.7,4.44,3.95,2.56,0.27,0.29,0.16,0.09,33.08,1.1128125
1701002,10.34,6.28,29.27,11.86,2.31,2.53,1.4,0.11,0.13,0.09,0.1,35.58,0.799775
1701051,10.87,6.91,29.22,9.27,2.13,1.51,0.66,0.04,0,0,0.04,39.35,0.5914375
1701101,6.57,6.63,32.69,9.91,2.37,2.13,0.89,0.09,0.03,0.03,0,38.67,0.6703125
1701309,8.64,8.47,27.15,10.02,1.95,1.55,1.24,0.15,0.04,0.06,0.04,40.68,0.6637875
1701903,10,5.96,24.43,9.43,2.6,1.95,1.06,0.14,0.1,0.06,0.1,44.17,0.674525
1702000,4.68,4.27,31.12,14.46,2.62,2.79,1.43,0.23,0.15,0.08,0.05,38.12,0.8523625
1702109,2.51,2.63,27,17.05,5.14,4.34,3.58,0.51,0.44,0.21,0.15,36.45,1.2832375
1702158,5.97,5.27,27.51,10.25,2.69,1.92,0.97,0.17,0,0.12,0.02,45.1,0.6688125
1702208,7.43,7.52,26.8,7.9,2.42,2.18,1.7,0.19,0.11,0.06,0.04,43.65,0.711475
1702307,7.73,6.54,29.61,13.15,3.5,2.65,1.39,0.09,0.09,0.07,0.14,35.03,0.847425
1702406,6.06,5.62,26.66,8.79,2.72,2.32,2.46,0.18,0.19,0.14,0.13,44.73,0.843075
1702554,8.65,7.82,28.25,9.18,2.56,2.18,1.63,0.12,0.16,0.05,0.05,39.36,0.744475
1702703,6.32,5.49,25.61,9.89,2.73,1.92,1.4,0.07,0.1,0.07,0.14,46.26,0.7126125
1702901,11.33,8.34,26.1,10.25,3.02,1.99,1.13,0.12,0.05,0,0.01,37.64,0.6757
1703008,6.6,6.35,28.55,9.94,2.4,1.47,0.73,0.02,0.05,0.02,0,43.88,0.5933375
1703057,3.69,3.41,30.04,12.25,3.01,1.29,1.04,0.04,0.12,0.04,0.08,44.98,0.6959125
1703073,9.47,8.22,25.2,7.32,1.88,1.13,0.69,0.06,0.03,0,0,46,0.51
1703107,6.62,5.03,28.01,13.36,3.5,2.18,1.28,0.07,0.04,0.04,0,39.87,0.7423375
1703206,5.92,5.67,29.79,12.63,3.25,1.96,1.04,0.16,0,0.03,0,39.55,0.7140875
1703305,8.12,7.49,26.72,15.24,3.09,2.92,1.54,0.17,0,0.03,0.13,34.54,0.8546875
1703602,8.01,5.98,27.73,13.87,3.11,1.79,1.85,0.18,0,0.06,0.18,37.24,0.838075
1703701,7.57,5.72,30.07,10.95,2.2,2.55,1.65,0.12,0.12,0.07,0.05,38.94,0.7794
1703800,9.16,7.53,27.47,7.6,1.78,1.02,0.64,0.08,0.08,0,0.01,44.63,0.5314625
1703826,8,6.23,23.81,11.05,2.65,1.23,0.71,0.06,0.06,0,0,46.21,0.5743875
1703842,8.97,8.66,21.19,7.81,1.72,1.65,0.69,0.05,0.05,0,0.02,49.19,0.512725
1703867,4.76,3.56,24.67,15.66,3.94,2.14,1.17,0.25,0.03,0.03,0.03,43.76,0.770025
1703883,7.3,4.21,25.48,13.7,3.84,2.51,1.23,0.11,0.05,0,0.16,41.42,0.7897875
1703891,12.78,8.56,24.99,8.16,2.17,0.75,0.64,0.04,0.07,0,0,41.85,0.523375
1703909,7.19,7.08,24.79,11.1,3.44,2.1,1.86,0.16,0.14,0.05,0.05,42.03,0.77845
1704105,11.91,6.1,22.29,6.63,2.31,1.83,0.53,0.14,0,0.05,0.1,48.13,0.549975
1704600,7.5,6.08,30.16,14.73,2.56,1.23,0.44,0.09,0,0,0.09,37.13,0.67315
1705102,7.02,5.18,25.67,7.39,1.5,1.24,0.68,0.08,0.15,0.11,0.11,50.88,0.5752
1705508,4.21,4.52,29.01,14.12,3.99,3.51,2.56,0.31,0.31,0.11,0.12,37.24,1.0455
1705557,7.95,7.3,26.27,15.1,2.77,2.64,2.01,0.29,0.13,0.05,0.05,35.43,0.882875
1705607,7.68,7.74,25.91,9.3,2.46,1.83,1.17,0.12,0.12,0.03,0,43.66,0.648
1706001,10.76,7.39,25.66,8.8,2.5,1.61,0.79,0.27,0.17,0.05,0.02,41.95,0.6472125
1706100,3.87,4.9,31.2,12.33,2.76,2.66,2.19,0.35,0.25,0.12,0.12,39.25,0.94015
1706258,10.46,3.62,29.17,13.68,2.67,2.2,1.26,0.16,0.08,0.08,0,36.64,0.76695
1706506,8.19,7.29,28.33,9.8,2.51,1.11,0.8,0.02,0.09,0.05,0.02,41.78,0.6111875
1707009,3.52,4.62,26.75,12.75,4.18,3.64,2.87,0.33,0.3,0.23,0.12,40.68,1.0706
1707108,7.46,6.13,28.77,12.76,2.81,2.18,1.73,0.11,0.09,0.15,0.13,37.64,0.8420125
1707207,8.88,5.7,29.24,10.04,1.99,1.69,0.79,0.1,0.12,0.02,0.03,41.4,0.637575
1707306,5,4.66,31.72,13.23,2.05,2.05,1.58,0.21,0.16,0.11,0.13,39.11,0.838825
1707405,7.77,7.51,23.8,5.26,1.23,0.59,0.33,0.01,0.03,0.03,0.01,53.42,0.4010875
1707553,5.93,5.81,28.74,12.98,3.6,2.42,1.47,0.16,0.16,0.16,0.03,38.53,0.8409125
1707652,7.48,4.92,27.66,14.95,3.47,2.55,1.82,0.18,0.2,0.31,0.15,36.33,0.9741
1707702,5.43,5.27,25.74,8.19,1.92,1.54,1.16,0.13,0.1,0,0.07,50.46,0.6005875
1708205,4.92,4.59,25.78,14.65,3.58,2.64,1.58,0.17,0.15,0.1,0.05,41.79,0.8437125
1708254,5.73,4.78,27.14,14.59,2.99,3.54,1.34,0,0.1,0,0,39.79,0.789
1708304,7.37,7.54,27.61,10.49,1.92,1.84,1.08,0.1,0.02,0.07,0.02,41.93,0.653225
1709005,10.36,6.37,21.64,6.7,1.79,1.25,0.85,0.12,0.05,0.01,0.02,50.82,0.5033375
1709302,3.7,4.57,28.73,14.39,4.36,4.35,3.3,0.36,0.27,0.12,0.12,35.72,1.1464625
