"city_code","vac.dose1percapita_Coronavac","vac.dose1percapita_Covishield.AZ","vac.dose1percapita_Unknown","vac.dose2percapita_Coronavac","vac.dose2percapita_Covishield.AZ","vac.dose2percapita_Unknown","vac.dose1percapita_total","vac.dose2percapita_total"
1300144,0.00974998881882016,0.0159667248088018,0,0.00348852810948611,4.47247193523861e-05,0,0.025716713627622,0.0035332528288385
1300201,0,0,0,0,0,0,0,0
1300300,0.0793993546785803,0.0630429386944651,2.48200546041201e-05,0.0513775130305287,2.48200546041201e-05,0,0.14246711342765,0.0514023330851328
1300409,0.0714595846298574,0.00835805774658079,0,0.0299225703741226,3.61820681670164e-05,0,0.0798176423764382,0.0299587524422896
1300508,0.0986669950435612,0.0813348520764708,0,0.0626173690853677,0,0,0.180001847120032,0.0626173690853677
1300607,0.155161033344714,0.0212359166951178,0,0.105883691817458,6.82826903379993e-05,0,0.176396950039832,0.105951974507796
1300631,0.0440949584432389,0.0137361270094063,0,0.0156771014781267,0.00358333748071468,0,0.0578310854526452,0.0192604389588414
1300680,0,0,0,0,0,0,0,0
1300706,0,0,0,0,0,0,0,0
1300805,0.0449841908594424,0.0439781546421385,0,0.0489843824853885,0.000335345405767941,0,0.0889623455015809,0.0493197278911565
1300839,0.0297372581495144,0.039373635473914,0.00150568395693744,0.0257471956636302,7.52841978468719e-05,0,0.0706165775803659,0.0258224798614771
1300904,0.0535205921427216,0.0220155627253748,0,0.011134307585247,0.000126526222559625,0,0.0755361548680964,0.0112608338078067
1301001,0.0349726392591553,0.0515644731303494,0.000175389364388943,0.0225199943875403,0.000105233618633366,0,0.0867125017538937,0.0226252280061737
1301100,0.0500156461875456,0.079039324084698,0.0028684677166997,0.0257379785125691,0.000208615833941796,0,0.131923437988943,0.0259465943465109
1301159,0,0,0,0,0,0,0,0
1301209,0.0253521126760563,0.0407519497148178,0,0.0163310441159353,0.000419043184728204,0,0.0661040623908742,0.0167500873006635
1301308,0.0377125617114646,0.0196791003839824,0,0.0137822270981898,3.42841470104224e-05,0,0.0573916620954471,0.0138165112452002
1301407,0.0370868347338936,0.0341456582633053,0,0.0175910364145658,0,0,0.0712324929971989,0.0175910364145658
1301506,0.0511450007355465,0.0265287108321483,0,0.0134850193693915,0,0,0.0776737115676948,0.0134850193693915
1301605,0.0527491914142899,0.0336371655395472,0,0.0242869744192884,0.000294031167303734,0,0.0863863569538371,0.0245810055865922
1301654,0.0422743106807581,0.029107870343036,0,0.0226722560075574,5.90423333530141e-05,0,0.0713821810237941,0.0227312983409104
1301704,0.0719400113992591,0.0484646622969507,0.00236890852094614,0.0386684240524366,0,0,0.122773582217156,0.0386684240524366
1301803,0.0174135891707189,0.0193849388881588,0,0.0119266657905112,0.000131423314495992,0,0.0367985280588776,0.0120580891050072
1301852,0.0416845198016772,0.112770602517802,0.00928363020546408,0.0161800412152374,0.00067331823468201,2.04035828691518e-05,0.163738752524943,0.0168737630327886
