"city_code","bolsa.familia_familiesPer100Khab","bolsa.familia_valuePerHab"
3524204,3088.46875451003,5.0297301197864
3524303,3293.94406119359,5.075883670062
3524402,2513.88758120704,4.09654971711275
3524501,1698.03311164568,2.97863308334513
3524600,5015.11250419792,8.6871711631031
3524709,1809.07319788478,3.71108753131088
3524808,1995.64216914086,3.5175433237624
3524907,3514.086640412,6.6691911541957
3525003,2004.21012190144,2.03687458479073
3525102,2721.9468228932,4.48409193330329
3525201,3245.24031420583,5.54323658634003
3525300,1239.91693954157,1.70521523839949
3525409,5318.13865147198,9.54479265590377
3525508,2223.90317700454,3.64039334341906
3525607,4399.73468936547,8.19522440857838
3525706,1099.55423476969,1.55407267324058
3525805,6407.0351758794,10.3391959798995
3525854,2197.8021978022,4.78378378378378
3525904,928.007790682687,1.39690473121667
3526001,3815.4649644567,7.72445476086851
3526100,5220.07229428025,9.20295556028067
3526209,6993.38506551329,10.5269367764915
3526308,6004.90196078431,10.328431372549
3526407,3731.23860288961,7.67411277879085
3526506,1185.30884808013,2.22220367278798
3526605,5482.09366391185,10.0899449035813
3526704,1667.45654844232,2.25548645433355
3526803,1702.41992050503,3.0042377834931
