"city_code","area.urban"
2924405,3.809
2924504,1.97
1301001,5.584
2924603,2.207
2924652,1.837
2924678,0.703
2924702,1.845
2924801,5.949
2924900,1.514
2925006,5.18
2925105,13.407
2926301,7.65
2927200,7.605
2925204,9.973
2925253,2.976
2925303,48.783
2925402,1.104
2926400,4.895
2925501,10.289
2925600,3.498
2925709,2.028
2925758,2.9
2925808,4.845
2925907,2.136
2925931,1.112
2925956,3.941
2926004,6.532
2926608,9.423
2926657,1.317
2926707,2.941
2926806,3.17
2926905,2.426
2927002,10.01
2927309,3.386
2927408,259.562
2927507,3.473
2927606,0.95
2927705,19.202
2927804,0.706
2927903,3.024
2928000,5.274
2928059,1.386
2928109,11.967
2700201,1.505
2928208,7.699
2928307,0.896
2928406,6.59
2928505,1.263
2928604,6.436
2928703,19.113
2928802,13.157
1600055,1.12
2928901,2.717
2928950,1.622
2929008,1.078
2929057,3.216
2929107,3.48
2929206,10.458
2929255,3.303
2929305,11.711
2929354,0.682
2929370,2.421
2929404,1.02
2929503,8.151
2929602,2.572
2929701,1.867
2930303,2.508
2930402,1.977
2929750,5.715
2929800,1.548
2929909,7.159
2930006,2.827
2930105,15.261
2930154,8.792
2930204,3.851
2930709,42.666
2930758,2.32
2930766,1.113
2930774,5.847
2930808,4.745
2930907,1.897
2931004,4.899
2931053,5.589
2931103,1.584
2932101,3.871
2931202,3.921
2931301,2.741
2931350,32.57
2931400,2.3
2931509,2.905
2931608,0.581
2931707,2.189
2931806,2.261
2931905,7.424
2932002,2.717
2932200,2.477
2932309,2.429
2932408,4.02
2932457,2.103
2932507,4.8
2932606,3.2
2932705,3.63
2932804,3.242
2932903,15.397
2933000,4.724
2933059,2.937
2933109,2.381
2933158,2.522
2933174,1.29
2933307,132.742
2933208,33.821
2933257,0.423
2933406,2.06
2933455,2.266
2933505,2.451
1301100,2.803
2933604,6.317
1300029,1.442
1300060,1.484
1300086,0.656
1300102,2.792
1300144,7.326
1300201,0.919
1300300,4.898
1300409,5.469
1301159,0.208
1300508,6.137
1300607,6.032
1300631,2.089
1300680,2.434
1300706,16.991
1300805,2.918
1300839,1.273
1300904,1.665
1301209,10.643
1301308,2.616
1301407,7.226
1301506,4.615
1301605,6.943
1301654,1.855
1301704,8.631
1301803,2.077
1302504,9.524
1301852,11.637
1301902,13.531
1301951,1.098
1302009,2.373
1302108,1.04
1302207,1.458
1302306,3.04
1302405,6.138
1302553,1.194
1303106,4.746
1302603,427.085
1302702,7.112
1302801,2.006
1302900,8.649
1303007,0.845
1303205,3.719
1303304,5.329
1303403,15.334
1303502,1.714
1303536,6.484
1303569,9.593
1303601,2.084
1303700,4.405
1303809,14.786
1303908,6.484
1303957,2.794
1304005,1.948
1304062,9.633
1304104,2.567
1304203,9.69
1304237,2.013
1304260,1.463
1304302,2.501
1304401,3.476
1600105,2.438
1600154,2.397
1600204,2.944
1600212,0.751
1600238,2.049
1600253,0.729
1600279,9.648
1600709,2.948
1600808,1.822
2700102,1.227
1600303,128.123
1600402,4.893
1600501,7.511
1600535,5.17
1600550,1.073
1600600,24.536
2700300,59
2700409,6.16
2700508,4.326
2700607,6.151
2700706,1.909
2700805,0.773
2700904,0.192
2701001,2.371
2701100,0.562
2705507,3.647
2701209,1.738
2701308,1.935
2701357,0.634
2701407,2.258
2701506,0.736
2701605,1.342
2701704,1.627
2701803,1.139
2701902,0.717
2705606,0.784
2702009,1.671
2702108,1.2
2702207,0.801
2702306,13.246
2702355,1.908
2702405,14.488
2702504,0.82
2702553,1.038
2702603,0.756
2702702,0.636
2702801,0.694
2702900,2.461
2703007,1.144
2703106,1.799
2703205,0.918
2703304,1.005
2703403,0.596
2703502,0.663
2705705,2.87
2703601,1.049
2703700,0.344
2703759,0.654
2703809,1.466
2703908,0.503
2704005,1.532
2704104,2.081
2704203,0.297
2705804,0.993
2705903,0.42
2706000,0.835
2706109,1.422
2704302,138.938
2704401,2.261
2704500,7.654
2704609,0.919
2704708,18.224
2704807,1.238
2704906,0.421
2705002,1.156
2705101,2.623
2705200,1.507
2705309,0.708
2705408,0.793
2708402,3.041
2706208,0.553
2706307,13.818
2706406,1.964
2706422,0.846
2706448,5.209
2706505,1.167
2706604,1.038
2706703,10.285
1200351,1.101
2706802,1.237
2706901,5.537
2707008,0.32
2707107,3.544
2707206,0.566
2707305,2.713
2707404,1.747
2707503,1.248
2707602,1.331
2707701,20.651
2707800,0.56
2707909,1.308
2708006,6.125
2708105,0.749
2708204,0.549
2708303,1.748
2708501,2.69
2708600,9.883
2708709,0.868
2708808,3.628
2708907,2.601
2708956,0.66
2709004,0.498
2709103,2.966
2709152,7.344
2709202,1.417
2709301,8.509
2709400,4.442
1200013,8.012
1200054,2.16
1200104,6.471
1200138,3.215
1200179,1.46
1200385,8.074
1200393,1.385
1200203,24.794
1200252,4.775
1200302,6.061
1200328,1.625
1200336,7.843
1200344,2.141
1200401,116.808
1200427,1.549
1200435,1.349
1200450,6.787
1200500,7.386
1200609,6.663
1200708,3.866
1200807,1.444
2611101,73.074
