"city_code","pop.residPerHouse"
5106208,3.14
5106216,3.1
5106224,3.3
5106232,3.38
5106240,3.19
5106257,3.06
5106265,3.25
5106273,3.13
5106281,2.91
5106299,3.27
5106307,3.22
5106315,3.32
5106372,3.05
5106422,3.51
5106455,3.15
5106505,3.55
5106653,3.09
5106703,2.71
5106752,3.22
5106778,3.55
5106802,3.08
5106828,3.45
5106851,3.26
5107008,3.08
5107040,3.28
5107065,3.53
5107107,3.1
5107156,3.08
5107180,3.25
5107198,2.96
5107206,2.99
5107248,3.47
5107263,2.95
5107297,3.11
5107305,3.36
5107354,3.35
5107404,3.18
5107578,3.7
5107602,3.15
5107701,3.38
5107743,3.14
5107750,3.03
5107768,3.28
5107776,3.62
5107792,3.58
5107800,3.26
5107859,3.21
5107875,3.28
5107883,3.11
5107909,3.3
5107925,3.33
5107941,3.19
5107958,3.23
5108006,3.65
5108055,3.15
5108105,3
5108204,2.8
5108303,3.24
5108352,3.17
5108402,3.38
5108501,3.43
5108600,3.48
5108808,3.22
5108857,3.19
5108907,3.44
5108956,3.2
5200050,3.21
5200100,3.3
5200134,3.11
5200159,2.91
5200175,3.12
5200209,2.73
5200258,3.59
5200308,3.2
5200506,2.56
5200555,3.1
5200605,3.21
5200803,3.34
5200829,3.15
5200852,2.85
5200902,2.74
5201108,3.2
5201207,2.89
5201306,2.95
5201405,3.32
5201454,2.96
5201504,2.98
5201603,2.92
5201702,3.13
5201801,3.1
5202155,2.9
5202353,2.72
5202502,3.1
5202601,2.66
5202809,2.86
5203104,2.92
5203203,3.43
5203302,3
5203401,2.94
5203500,3.14
5203559,3.17
5203575,3.1
5203609,2.97
5203807,2.97
5203906,2.84
5203939,2.72
5203962,3.43
5204003,3.17
5204102,3.04
5204201,2.87
5204250,3
5204300,3.02
5204409,2.89
5204508,3.04
5204557,3.02
5204607,3.17
5204656,3.03
5204706,3.21
5204805,3.12
5204854,3.26
5204904,3.42
5204953,2.99
5205000,2.95
5205059,3.01
5205109,3.09
5205208,3.09
5205307,3.48
5205406,3.02
5205455,3.15
5205471,3.34
5205497,3.52
5205513,3.25
5205521,3.11
5205703,2.75
5205802,3.19
5205901,3.03
5206206,3.41
5206305,2.8
5206404,3.09
5206503,2.82
5206602,2.83
5206701,3.11
5206800,2.87
5206909,2.68
5207105,2.89
5207253,2.93
5207352,2.73
5207402,2.95
5207501,3.05
5207535,2.92
5207600,2.78
5207808,2.94
5207907,3.34
5208004,3.29
5208103,2.91
5208152,3.09
5208301,3.14
5208400,3.29
5208509,2.95
5208608,3.28
5208707,3.07
5208806,3.29
5208905,2.92
5209101,2.96
5209150,2.88
5209200,3.08
5209291,2.79
5209408,3.39
5209457,2.81
5209606,2.97
5209705,3.18
5209804,2.91
5209903,3.63
5209937,3.07
5209952,3.17
5210000,3.12
5210109,3.02
5210158,2.78
5210208,2.8
5210307,2.83
5210406,3.13
5210562,2.86
5210604,2.89
5210802,2.94
5210901,3.1
5211008,2.81
5211206,2.85
5211305,3.02
5211404,2.96
5211503,3.01
5211602,2.7
5211701,2.75
5211800,3.21
5211909,3.15
5212006,2.8
5212055,3.07
5212105,2.94
5212204,2.96
5212253,2.86
5212303,3.09
5212501,3.48
5212600,2.77
5212709,3.56
5212808,3.05
5212907,2.92
5212956,2.92
5213004,3.21
5213053,3.09
5213087,3.16
5213103,3.3
5213400,2.75
5213509,3.54
5213707,2.9
5213756,3.19
5213772,3.21
5213806,2.89
5213855,2.84
5213905,2.85
5214002,3.1
5214051,2.95
5214101,2.93
5214408,2.88
5214507,3.27
5214606,3.22
5214705,2.9
5214804,2.8
5214838,3.01
5214861,2.85
5214879,3.02
5214903,3.07
5215009,3.26
5215207,2.63
5215231,3.58
5215256,2.93
5215306,2.93
5215405,3.02
5215504,2.99
5215603,3.4
5215652,2.96
5215702,3
5215801,2.91
5215900,2.78
5216007,2.7
5216304,2.93
5216403,3.05
5216452,3.16
5216809,3.1
5216908,3.02
5217104,2.82
5217203,2.76
5217302,3.14
5217401,3.06
5217609,3.56
5217708,2.81
5218003,3.13
5218052,3.09
5218102,3.1
5218300,3.48
5218391,2.95
5218508,3.02
5218607,3.1
5218706,3.14
5218789,3.01
5218805,3.17
5218904,2.95
5219001,2.81
5219100,3.09
5219209,2.83
5219258,3.03
5219308,3.05
5219357,2.86
5219407,3.05
5219456,3.24
5219506,2.91
5219605,2.88
5219704,3.09
5219712,3.08
5219738,3.33
5219753,3.52
5219803,3.38
5219902,3.01
5220009,3.61
5220058,2.77
5220108,2.85
5220157,3.07
5220207,3.04
5220264,3
5220280,2.84
5220405,3.05
5220454,3.47
5220504,3.05
5220603,3.07
5220686,3.54
5220702,3.36
5221007,2.73
5221080,3.66
5221197,3.3
5221304,2.98
5221403,3.24
5221452,2.97
5221502,2.79
5221551,3.18
5221577,2.94
5221601,3.13
5221700,2.9
5221809,2.97
5221858,3.37
5221908,2.75
5222005,3.13
5222054,3.09
5222203,3.34
5222302,3.2
5300108,3.3
