"city_code","employed","employed.privateFormal","employed.publicFormal","employed.informal","employed.noWage","employed.subsistence","employed.owner","employed.self"
1712801,40.95,6.8,13.25,20.91,1.22,22.69,0.35,34.79
1713205,76.67,30.19,16.23,30.26,1.33,2.75,1.09,18.15
1713304,70.5,20.46,9.55,40.49,2.21,5.97,0.26,21.06
1713601,58.29,16.1,12.04,30.16,5.53,16.33,2.06,17.8
1713700,53.77,15.33,13.4,25.04,2.05,20.86,1.29,22.04
1713809,61.41,25.02,12.35,24.05,0.12,16.77,1.25,20.45
1713957,68.73,19.38,27.27,22.08,2.9,12.52,0,15.85
1714203,70.89,19.52,16.62,34.76,0.94,8.67,3.11,16.39
1714302,56.32,13.05,14.58,28.68,2.02,16.86,0,24.81
1714880,66.43,29.36,8.99,28.08,3.77,8.75,0.59,20.46
1715002,51.77,10.96,16.69,24.12,0.87,23.9,0,23.46
1715101,57.88,10.77,18.1,29.01,2,16.68,0.14,23.31
1715150,66.74,14.82,13.01,38.91,0,4.99,0.88,27.39
1715259,51.91,16.31,12.36,23.24,3.95,28.24,0,15.89
1715507,77.77,21.42,17.35,39,0.48,2.1,0.37,19.29
1715705,53.37,8.91,3.74,40.72,1.58,34.55,0,10.51
1715754,66.59,19.65,7.27,39.66,2.41,4.03,1.29,25.68
1716109,71.63,33.91,10.58,27.14,1.84,1.3,2.4,22.83
1716208,66.08,12.06,18.82,35.21,1.88,17.01,0.22,14.8
1716307,60.82,16.41,8.53,35.88,2.36,13.05,1.59,22.18
1716505,74.62,33.02,17.91,23.68,0.96,3.35,1.9,19.18
1716604,68.93,22.59,14.23,32.11,0.96,14.26,1.35,14.5
1716653,53.4,8.34,12.67,32.38,5.5,11.99,0.42,28.69
1716703,65.91,19.68,7.99,38.24,0.29,3.03,0.57,30.2
1717008,53.38,9.43,9.94,34.01,0.69,28.67,0.27,16.98
1717206,64.23,28.13,1.05,35.06,0,21.8,0,13.96
1717503,62.14,17.05,16.45,28.65,0.75,9.16,0.57,27.38
1717800,58.12,11.2,6.85,40.06,0.23,20.89,0.92,19.84
1717909,57.06,10.72,9.04,37.3,1.29,13.13,0.17,28.34
1718006,60.01,20.27,13.08,26.66,4.67,16.62,0,18.7
1718204,73.51,29.39,12.09,32.03,3.65,2.74,2.07,18.02
1718303,44.41,15.39,5.44,23.58,2.98,27.77,3.78,21.05
1718402,69.45,26.1,10.36,32.99,1.38,4.11,7.01,18.06
1718451,79.74,32.6,21.26,25.89,0.58,3.33,0.46,15.89
1718501,51.05,10.07,14.24,26.74,0.61,37.31,0,11.03
1718550,57.49,19.67,1.27,36.55,0.42,35.24,0,6.85
1718659,64.52,14.2,14.74,35.58,0.64,22.59,0,12.25
1718709,58.08,14.09,17.77,26.21,3.1,15.95,0,22.88
1718758,52.32,8.26,12.41,31.65,7.47,15.31,3.48,21.42
1718808,48.13,14.64,12.01,21.48,0.33,22.25,1.42,27.87
1718840,63.86,16.78,14.31,32.77,1.45,14.46,0,20.23
1718865,70.69,28.46,14.52,27.71,4.62,3.94,0.63,20.13
1718881,65.64,5.59,14.6,45.44,3.47,16.94,0.53,13.42
1718899,66.05,17.55,21.9,26.59,1.04,8.59,0.27,24.05
1718907,57.97,11.64,12.23,34.11,1.19,26.1,0.17,14.57
1719004,69.36,20.09,19.28,29.99,3.13,7.53,0,19.98
1720002,62.88,19.94,13.64,29.31,1.18,21.18,0.74,14.02
1720101,63.88,20.24,11.34,32.3,1.18,8.7,0.76,25.48
1720150,73.89,8.57,28.89,36.43,1.39,20.5,0,4.23
1720200,61.17,16.61,9.85,34.71,0.63,11.52,0.16,26.52
1720259,72.45,23.22,27.28,21.95,1.16,8.28,0,18.1
1720309,51.9,9.51,22.9,19.49,0.49,24.46,0,23.14
1720499,59.84,17.19,5.14,37.51,4.27,15.21,0.5,20.18
1720655,69.87,12.85,15.05,41.97,1.94,12.53,1.94,13.73
1720804,43.5,13.81,4.31,25.38,1.46,30.25,0.19,24.6
1720853,72.58,18.35,23.18,31.06,7.32,0.77,0.34,18.99
1720903,62.22,15.88,12.44,33.91,0.93,15.57,1.38,19.9
1720937,58.96,15.46,22.59,20.91,0.91,26.97,0.57,12.59
1720978,64.14,22.91,15.14,26.1,1.52,20.47,1.43,12.44
1721000,79.44,39.14,18.01,22.29,1.04,1.08,2.06,16.38
1721109,62.77,12.58,21.82,28.37,4.1,14.14,1.09,17.91
1721208,70.58,24.31,12.39,33.88,3.26,8.27,0.95,16.93
1721257,73.73,18.71,32.04,22.99,1.7,7.16,1.46,15.94
1721307,55.18,6.2,15.93,33.04,5.59,14.22,0,25.01
1722081,59.75,21.74,8.67,29.34,0.67,7.37,0.23,31.98
1722107,65.52,26.14,11.69,27.69,2.39,8.55,0.6,22.94
2100055,69.39,36.52,5.24,27.63,2.61,3.54,2.32,22.14
2100105,76.58,15.18,10.66,50.74,0.54,3.26,0,19.62
2100154,53.56,11.34,6.04,36.18,5.63,26.27,0.64,13.9
2100204,44.24,8.82,10.76,24.67,3.18,28.84,0.17,23.58
2100303,51.09,22.77,3.27,25.05,2.37,27.65,0.5,18.39
2100402,49.25,11.52,16.46,21.27,2.1,18.48,0.65,29.53
2100436,47.16,8.15,3.97,35.04,3.26,10.34,0,39.24
2100477,36.04,4.45,7.38,24.21,6.23,24.55,0.15,33.04
2100501,64.1,14.02,9.5,40.58,3.42,11.3,1.85,19.32
2100550,44.37,5.01,5.89,33.47,2.04,26.84,0.15,26.59
2100600,48.64,4.24,5.13,39.28,5.03,18.47,0.44,27.43
2100709,28.86,5.77,5.86,17.24,5.61,39.63,0.15,25.74
2100808,49.24,9.58,8.72,30.95,6.87,23.89,0.34,19.66
2100832,29.43,2.66,7.02,19.74,1.44,8.51,2.64,57.98
2100873,38.15,2.34,13.02,22.79,1.4,22.27,0.31,37.87
2100907,33.71,6.45,5.84,21.42,4.62,27.84,0.86,32.97
2100956,41.28,4.41,8.26,28.6,1.1,34.56,0.19,22.87
2101004,54.19,20.04,3.58,30.58,2.35,20.17,0.57,22.71
2101103,32.89,4.83,9.59,18.46,1.05,20.29,0.18,45.59
2101202,58.19,19.39,4.66,34.14,2.51,6.53,1.14,31.63
2101251,55.63,23.84,6.28,25.51,1.78,21.54,0.23,20.82
2101301,43.17,4.37,6.11,32.69,4.37,13.83,0.44,38.19
2101350,41.18,8.47,7.08,25.62,0.25,44.24,0,14.33
2101400,72.96,36.83,5.07,31.07,0.81,4.17,2.38,19.67
2101509,57.53,27.39,3.91,26.23,1.29,15.73,0.5,24.94
2101608,49.5,11.4,5.87,32.23,4.44,13.97,1.15,30.94
2101707,42.07,10.57,3.77,27.73,7.6,24.78,0.85,24.7
2101731,25.87,2.28,7.19,16.4,0.88,48.65,0.53,24.08
2101772,37.1,8.78,5.14,23.18,2.67,20.87,0,39.36
2101806,33.44,13.22,4.85,15.36,1.31,55.64,1.18,8.43
2101905,48.84,8.96,1.81,38.07,5.04,23.08,0,23.04
2101939,54.8,2.07,8.1,44.64,1.07,8.07,0.13,35.93
2101970,49.56,8.98,11.61,28.96,1.85,14.18,0.15,34.26
2102002,45.87,7.87,3.76,34.24,3.17,19.04,0.28,31.64
2102036,52.44,19.52,5.15,27.78,4.66,20.48,0.4,22.02
2102077,36.22,8.7,2.53,24.99,3.82,25.42,0,34.55
2102101,48.63,11.55,6.43,30.64,2.26,18.17,0.68,30.26
2102150,44.81,6.93,0.5,37.37,14.59,15.4,0,25.21
2102200,34,6.23,5.48,22.29,8.26,43.25,0.24,14.26
2102309,55.48,9.74,4.83,40.91,4.05,12.31,0.44,27.72
2102325,49.9,9.5,5.81,34.59,4.38,9.98,0.51,35.23
2102358,47.6,6.71,9.25,31.65,4.92,21.16,0.93,25.39
2102374,21.33,1.87,4.07,15.39,0.93,35.81,0.36,41.58
2102408,23.03,4.93,2.64,15.46,1.35,53.62,0.67,21.33
2102507,25.9,2.92,3.6,19.38,0.62,39.44,0.64,33.41
2102556,72.89,44.62,5.58,22.69,2.16,6.29,0.65,18
2102606,32.67,3.37,6.62,22.67,5.05,21.32,0.57,40.39
2102705,46.59,8.37,9.35,28.87,1.44,24.33,0.09,27.56
2102754,44.85,8.61,8.7,27.54,2.43,28.98,0,23.75
2102804,65.29,24.34,3.99,36.96,1.44,10.82,0.94,21.52
2102903,42.78,5.41,5.42,31.95,4.35,10.96,1.15,40.77
2103000,57.11,19.2,7.17,30.73,2.89,8.66,1.03,30.31
2103109,33.92,2.71,7.05,24.17,3.06,16.01,1.15,45.86
2103125,31.59,3.42,2.23,25.93,5.13,28.92,0.38,33.98
2103158,42.33,1.22,2.45,38.66,0.6,21.45,0.57,35.05
2103174,60.45,17.8,5.29,37.36,1.07,14.82,0,23.65
2103208,53.36,17.11,5.51,30.74,5.15,16.88,0.87,23.73
2103257,56.3,21.33,7.83,27.14,3.11,15.66,1.08,23.85
2103307,50.5,18.28,3.52,28.71,2.57,14.15,0.95,31.83
2103406,60.46,24.26,5.65,30.55,2.45,15.22,0.33,21.54
2103505,56.71,13.6,4.7,38.4,3.99,10.24,1,28.06
2103554,25.41,2.62,4.17,18.61,3.94,11.39,0.54,58.72
2103604,46.62,8.08,3.46,35.08,5.37,19.35,0.15,28.51
2103703,37.31,10.92,2.74,23.66,2.64,8.04,2.09,49.91
2103752,69.1,26.8,5.98,36.32,1.47,7.34,0.8,21.3
2103802,64.64,9.95,4.93,49.76,2.8,4.4,0.63,27.52
2103901,49.63,8.99,5.36,35.27,1.95,32.86,0.27,15.3
2104008,45.2,3.23,5.57,36.41,6.27,17.05,0.61,30.86
2104057,74.53,43.33,5.57,25.63,1.65,5.03,1.33,17.47
2104073,31.59,2.39,7.04,22.16,7.89,40.45,0.58,19.49
2104081,17.96,2.82,6.44,8.7,3.56,59.15,0,19.34
2104099,39.94,6.4,7.22,26.32,5.21,32.91,0.49,21.45
2104107,59.48,18.58,9.3,31.6,1.04,11.8,0,27.68
2104206,50.51,12.81,9.54,28.16,2.59,12.32,0.11,34.47
2104305,42.18,14.47,5.95,21.76,1.43,13.92,0.58,41.89
2104404,47.16,10.79,6.18,30.19,3.63,12.57,0.45,36.19
2104503,47.33,12.15,3.74,31.44,1.67,13.73,0,37.27
2104552,64.57,27.79,3.72,33.06,7.48,4.71,0.51,22.73
2104602,42.43,9.24,8.81,24.39,4.72,25.26,1.05,26.54
2104628,44.86,5.98,10.96,27.92,3.47,27.58,0.23,23.86
2104651,50.57,3.78,4.19,42.6,3.35,5.04,0,41.04
2104677,49.34,2.84,5.93,40.57,4.51,16.85,0.46,28.84
2104701,46.24,9.99,4.11,32.14,4.24,10.57,2.61,36.33
2104800,57.63,17.88,4.79,34.96,3.96,11.46,1.13,25.82
2104909,33.08,2.36,7.04,23.69,3.05,21.34,0.18,42.34
2105005,33.49,3.8,6.71,22.97,2.56,27.27,0.6,36.08
2105104,34.23,4.34,5.33,24.56,1.82,27.75,0.54,35.66
2105153,41.68,8.19,10.04,23.45,6.12,21.14,0.17,30.89
2105203,42.89,4.87,4.41,33.62,3.99,15.98,1.15,35.98
2105302,68.04,38.5,3.8,25.75,1.7,1.56,2.08,26.61
2105351,36.71,4.21,5.16,27.33,6.52,33.01,2.31,21.46
2105401,48.26,16.46,3.36,28.44,2.62,20.35,0.28,28.49
2105427,60.56,19.86,5.89,34.8,3.86,9.71,1.23,24.64
2105450,39.99,9.84,8.47,21.68,15.04,9.66,0.39,34.92
2105476,27.32,3.71,5.33,18.28,4.96,49.75,0.11,17.86
2105500,67.46,23.37,6.28,37.81,1.78,5.57,0.3,24.89
2105609,38.25,10.05,3.44,24.76,6.14,19.9,0.36,35.36
2105658,42.4,4.22,16.74,21.44,7.4,21.29,0.53,28.39
2105708,54.66,8.12,5.17,41.37,7.31,7.38,1.39,29.26
2105807,31.15,6.08,8.88,16.19,1.57,11.27,0.11,55.9
2105906,32.75,3.87,8.99,19.89,8.64,23.8,0,34.81
2105922,39.76,15.32,7.83,16.6,7.47,24.26,0.56,27.95
2105948,41.51,6.09,6.54,28.88,6.92,6.79,0.43,44.35
2105963,45.56,5.32,7.81,32.43,6.09,17.7,0,30.65
2105989,49.11,10.95,8.98,29.19,4.65,20.75,0.96,24.52
2106003,45.87,9.45,4.35,32.07,0.94,17.57,0.54,35.08
2106102,54.13,12.7,11.85,29.58,0.94,31.09,0.13,13.71
2106201,51.45,6.77,8.17,36.52,2,8.1,0.61,37.83
2106300,41.64,7.6,3.84,30.19,6.01,32.52,0.49,19.35
2106326,55.88,8.39,8.13,39.36,2.67,9.69,0.64,31.12
2106359,29.61,2.3,5.06,22.26,0.64,42.45,0.16,27.14
2106375,38.72,2.32,7.54,28.86,4.93,29.3,0,27.04
2106409,52.8,9.96,11.63,31.21,1.21,12.64,0.28,33.07
2106508,36.58,6.97,6.63,22.98,0.75,22.9,0,39.77
2106607,40.89,8.26,10.87,21.76,4.27,19.82,0,35.02
2106631,37.78,3.75,6.25,27.79,8.75,28.03,0.27,25.17
2106672,26.2,5.01,2.74,18.45,1.69,32.99,0,39.12
2106706,46.12,6.47,4.27,35.39,3.12,29.47,0.53,20.76
2106755,52.25,16.97,8.11,27.17,2.73,10.38,0.61,34.03
2106805,38.96,7.67,4.55,26.74,4.58,15.21,0.39,40.87
2106904,26.79,3.82,5.08,17.88,6.08,16.95,0.93,49.25
2107001,48.41,8.78,3.15,36.48,2.51,30.77,0.35,17.96
2107100,25.58,5.18,3.49,16.91,3.67,39.37,0.09,31.29
2107209,32.05,4.57,11.86,15.62,1.1,37.46,0.63,28.77
2107258,50.92,8.99,13.91,28.03,0.25,24.77,7.15,16.91
2107308,55.84,10.38,8.35,37.11,0.76,20.3,0.88,22.22
2107357,55.01,4.57,9.14,41.31,1.92,13.75,0.54,28.78
2107407,50.62,10.88,4.6,35.15,6.94,12,0.78,29.66
2107456,41.85,6.28,8.32,27.25,0.57,32.36,0,25.22
2107506,71.64,41.3,6.05,24.29,3.28,2.06,0.76,22.26
2107605,42.96,5.32,2.64,35,1.8,28.35,0.37,26.53
2107704,56.52,17.16,5.94,33.42,4.42,18.55,0.74,19.77
2107803,40.27,8.91,15.63,15.73,9.05,25.88,0.34,24.46
2107902,57.39,10.53,2.98,43.88,0.87,16.72,0.11,24.91
2108009,45.22,7,3.77,34.45,5.47,22.2,0.57,26.55
2108058,39.19,2.49,1.3,35.41,8.55,27.57,0.17,24.52
2108108,54.72,7.79,7.31,39.61,2.86,13.34,1.01,28.08
2108207,57.18,18.21,5.59,33.39,2.38,7.45,1.37,31.62
2108256,29.54,3.97,4.99,20.58,7.52,34.07,0.27,28.59
2108306,34.73,4.41,7.59,22.72,4.39,18.73,0.44,41.71
2108405,36.7,5.3,11.25,20.15,0.25,35.26,0.13,27.67
2108454,56.93,11.1,6.65,39.17,0.12,17.84,0.17,24.95
2108504,52.19,12.44,4.78,34.97,2.28,12.58,0.51,32.44
2108603,47.67,14.58,5.63,27.45,2.73,13.2,0.87,35.54
2108702,37.27,9.62,4.86,22.79,4.08,15.64,0,43
2108801,51.55,8.53,6.11,36.91,1.68,19.81,0.31,26.65
2108900,34.5,9.27,3.69,21.54,7.3,15.12,0.21,42.87
2109007,64.83,25.56,9.77,29.5,5.32,5.22,0.67,23.97
2109056,33.14,6.55,4.81,21.79,3.16,10.82,0.64,52.24
2109106,60.65,17.9,5.77,36.98,2.31,5.6,1.25,30.19
2109205,40.42,6.51,1.99,31.93,4.15,37.84,0,17.58
2109239,71.65,2.13,16,53.53,1.25,8.75,0.18,18.18
2109270,34.17,7.77,2.66,23.75,5.09,29.06,0,31.67
2109304,33.2,5.49,1.76,25.94,6.58,28.58,0,31.64
2109403,27.91,3.76,5.78,18.37,3.52,32.61,0.58,35.38
2109452,53.78,18.3,4.19,31.29,1.85,5.86,0.81,37.71
2109502,48.6,7.3,4.79,36.51,12.79,19.02,0.15,19.44
2109551,67.44,27.84,7.56,32.04,0.3,13.8,1.03,17.43
2109601,53.71,20.13,7.25,26.33,3.27,10.67,0.81,31.54
2109700,53.76,6.95,7.61,39.2,1.1,20.21,0.21,24.72
2109759,46.66,7.2,4.76,34.69,10.91,17.19,0,25.24
2109809,37.98,5.9,7.09,25,3.72,13.51,0.23,44.56
2109908,59.74,30.41,2.15,27.18,1.52,4.29,1.03,33.42
2110005,48.36,7.84,6.12,34.4,6.84,21.38,0.54,22.88
2110039,46.29,5.94,10.1,30.25,2.85,13.07,0.63,37.16
2110104,44.88,6.27,2.76,35.86,6.96,18.91,0.55,28.69
2110203,56.25,16.57,4.74,34.94,2.86,20.85,0.93,19.1
2110237,60.15,11.09,4.71,44.35,1.58,27.46,0,10.82
2110278,28.25,3.62,4.79,19.84,1.88,43.36,0,26.51
2110302,44.02,6.96,7.43,29.63,0.81,21.4,0.4,33.37
2110401,48.66,5.44,4.86,38.36,4.31,23.03,0.24,23.77
2110500,45.69,6.83,4.78,34.08,7.06,20.31,0.45,26.49
2110609,49.66,8.13,2.01,39.52,5.07,25.5,0.22,19.55
2110658,64.91,17.93,4.27,42.7,7.09,11.79,0.92,15.3
2110708,52.5,6.54,5.42,40.54,4.13,16.33,0.59,26.45
2110807,46.93,12.64,5.33,28.95,4.9,31.22,0,16.96
2110856,59.62,19.86,4.43,35.33,2.13,12.42,2.22,23.61
2110906,29.09,7.89,2.56,18.64,19.31,38.34,0,13.26
2111003,31.3,1.99,8.5,20.8,3.08,42.81,0.68,22.13
2111029,37.2,2.45,9.5,25.25,6.5,27.19,0.26,28.86
2111052,55.22,10.04,9.87,35.32,6.27,17.7,0.64,20.16
2111078,33.85,5.11,4.65,24.09,9.85,9.11,0.26,46.92
2111102,47.13,16.52,3.49,27.12,2.91,14.21,1.18,34.57
2111201,73.9,40.6,4.26,29.04,0.94,1.11,0.38,23.67
2111250,55.86,6,8.47,41.39,0.44,22.22,0.42,21.07
2111300,75.03,44.02,7.6,23.4,1.8,0.78,1.37,21.02
2111409,32.9,4.7,8.47,19.73,3.45,23.06,0.18,40.42
2111508,50.26,18.35,4.78,27.13,2.34,16.55,0.39,30.46
2111532,64.33,21.17,7.84,35.32,2.08,5.23,2.73,25.63
2111573,62.79,7.86,15.74,39.2,1.73,7.07,2.97,25.44
2111607,58.38,16.13,8.38,33.87,4.53,10.26,1.24,25.59
2111631,40.78,5.6,5.46,29.71,2.16,40.05,0,17.01
2111672,50.56,4.24,9.79,36.52,1.67,28.32,0,19.46
2111706,41.41,8.68,5,27.72,6.04,34.71,0.18,17.66
2111722,37.09,5.47,3.33,28.29,0.32,43.23,0,19.36
2111748,46.81,12,9.7,25.1,4.05,29.54,0.77,18.84
2111763,50.96,10.39,9.33,31.24,2.91,14.06,1.33,30.74
2111789,24.92,1.71,10.66,12.55,1.05,38.81,0.15,35.06
2111805,46.89,4.03,10.67,32.19,6.64,19.86,0.25,26.36
2111904,47.17,5.17,9.46,32.53,4.31,25.69,0.09,22.74
2111953,70.02,10.72,5.14,54.16,0.25,15.21,0.23,14.29
2112001,62.03,17.03,8.67,36.33,0.34,29.06,0.11,8.45
2112100,30.5,10.76,3.93,15.81,3.23,35.1,0.22,30.95
2112209,67.54,30.52,6.73,30.3,2.15,2.71,0.54,27.05
2112233,52.55,13.17,3.71,35.67,0.3,7.09,0.22,39.83
2112274,38.36,5.72,14.46,18.19,2.57,25.96,0,33.1
2112308,45.78,6.79,2.66,36.32,6.49,22.37,0.34,25.01
2112407,37.4,3.77,8.06,25.56,4.3,20.33,1.32,36.65
2112456,36.96,4.68,2,30.28,6.27,18.36,0.07,38.34
2112506,43.7,10.25,2.99,30.46,8.15,19.07,0.45,28.63
2112605,45.53,15.17,6.54,23.82,5.43,26.5,1.41,21.13
2112704,43.58,10.52,2.46,30.6,5.13,17.43,0.49,33.38
2112803,37.28,7.23,2.94,27.1,5.22,18.92,0.42,38.16
2112852,62.96,14.51,0.1,48.35,4.87,8.49,1.12,22.57
2112902,45.16,11.68,7.46,26.02,6.91,15.97,0.76,31.21
2113009,46.82,8.95,4.03,33.83,7.78,13.14,1.1,31.16
2114007,48.82,8.78,3.6,36.43,3.64,14.03,0.76,32.76
2200053,24.95,10.37,0.23,14.34,4.97,22.88,0.35,46.85
2200103,60.05,13.68,4.4,41.97,3.49,10.14,0,26.32
2200202,66.47,17.89,3.39,45.19,1.79,3.18,1.11,27.45
2200251,36.32,11.43,1.78,23.1,3.32,5.84,0.18,54.34
2200277,53.76,14.25,6.82,32.69,0.97,12.19,0.25,32.83
2200301,44.51,10.26,2.14,32.11,1.75,30.33,0.54,22.86
2200400,49.64,19.22,7.03,23.38,3.76,19.14,0.54,26.93
2200459,48.62,10.42,5.78,32.41,3.79,31.07,0,16.53
2200509,47.35,16.48,5.71,25.15,2.55,25.7,0.85,23.55
2200608,52.9,10.98,6.77,35.15,1.72,20.81,0.33,24.24
2200707,47.42,14.91,0.99,31.52,2.93,19.61,0.53,29.52
2200806,64.1,20.61,13.91,29.57,5.89,22.24,0.33,7.44
2200905,58.35,20.6,2.62,35.13,6.38,16.28,1.47,17.52
2200954,24.72,9.23,1.7,13.79,0.97,66.58,0,7.73
2201002,63.87,27.58,3.58,32.71,1.46,22.3,0,12.37
2201051,63.19,2.92,22.37,37.91,1.61,19.5,0,15.7
2201101,47.02,10.27,10.68,26.07,3.42,22.7,0.41,26.45
2201150,57.93,22.45,6.51,28.97,4.92,19.88,0.84,16.43
2201176,50.75,23.52,2.02,25.22,2.74,34.97,0.79,10.74
2201200,54.04,21.95,2,30.08,1.59,17.48,0.42,26.47
2201309,34.12,11.43,0,22.69,3.94,15.52,0,46.43
2201408,67.01,34.24,1.2,31.57,0.53,2.4,0.85,29.22
2201507,49.49,12.63,5.71,31.15,3.42,28.49,0.52,18.08
2201556,35.76,12.86,1.97,20.93,2.06,52.66,0.85,8.67
2201572,50.06,9.61,5.39,35.05,2.55,16.27,0,31.12
2201606,49.13,13.19,0.88,35.06,5.48,23.48,0.11,21.8
2201705,65.65,16.1,0.78,48.78,1.1,11.28,0.16,21.81
2201739,26.21,8.07,0.13,18.01,5.13,51.37,0.2,17.09
2201770,47.16,9.41,7.25,30.51,7.25,22.05,1.7,21.84
2201804,50.67,6.99,8.98,34.69,4.81,21.99,0.16,22.37
2201903,64.47,20.65,6.72,37.1,2.59,7.94,2.68,22.32
2201919,54.4,6.86,8.78,38.76,6.07,13.96,0.36,25.21
2201929,39.11,15.09,0.44,23.57,3.57,30.4,0,26.91
2201945,65.18,21.64,8.02,35.51,4.55,17.91,1.78,10.58
2201960,59.22,27.37,0.48,31.37,4.51,16.78,0.18,19.32
2201988,43.93,2.65,4.94,36.33,5.09,13.63,0.45,36.9
2202000,49.04,14.39,1.84,32.8,4.54,14.47,0.38,31.58
2202026,57.3,13.41,4.84,39.05,2.31,26.65,0.04,13.7
2202059,55.05,18.95,3.46,32.64,2.57,28.64,0,13.74
2202075,41.59,9.39,6.08,26.12,8.02,26.7,0,23.69
2202083,50.48,16.16,8.81,25.51,0.6,16.82,0.15,31.94
2202091,49.49,6.65,5.56,37.28,1.44,15.89,0,33.18
2202109,53.35,13.6,0.8,38.95,0.31,38.33,0.35,7.66
2202117,63.69,21.44,1.99,40.26,3.77,23.34,1.27,7.93
2202133,49.93,5.77,8.27,35.89,7.15,17.42,0.24,25.27
2202174,41.24,5.78,5.16,30.3,2.47,25.16,0.32,30.81
2202208,65.34,21.77,6.95,36.62,2.42,4.23,1.1,26.9
2202251,50.04,9.59,3.16,37.29,2.69,23.88,1.6,21.8
2202307,55.07,20.14,5.46,29.47,7.39,16.51,0.15,20.87
2202406,58.61,19.77,2.32,36.52,4.65,13.87,0.37,22.51
2202455,44.16,13.04,1.17,29.95,4.65,41.46,1,8.74
2202505,43.03,17.89,0.51,24.63,2.22,24.91,0.37,29.48
2202539,65.23,10.76,1.07,53.4,0.95,6.78,0,27.03
2202554,53.8,12.32,13.46,28.03,3.49,16.12,0.87,25.72
2202604,55.01,22.43,2.15,30.44,5.85,10.01,0.07,29.07
2202653,49.93,17.17,0.22,32.54,1.8,15.74,0,32.53
2202703,36.46,10.17,0.72,25.57,9.53,22.21,0.68,31.13
2202711,52.72,17.07,7.8,27.86,5.34,23.76,0,18.17
2202729,38.86,20.83,1.25,16.78,1.19,47.88,0.22,11.85
2202737,43.29,5.19,5.16,32.94,8.36,17,0.46,30.89
2202752,58.3,9.16,9.25,39.89,4.61,15.4,0.75,20.94
2202778,64.18,17.25,1.85,45.08,8.75,9.36,1.06,16.64
2202802,36.86,10.07,0.13,26.66,5.82,38.14,1.45,17.73
2202851,43.42,17.78,1.25,24.38,0,48.45,0.41,7.72
2202901,57.43,13.04,11.8,32.59,3.24,13.98,1.31,24.04
2203008,47.17,5.73,8.96,32.47,1.05,23.97,0,27.81
2203107,44.16,9.43,6.31,28.41,4.77,28.78,2.34,19.96
2203206,55.64,13.55,8.6,33.49,3.82,16.49,1.69,22.36
2203230,31.81,8.81,2.3,20.7,3.98,46.55,1.72,15.94
2203255,44.55,13.57,1.95,29.03,2.04,26.67,0.3,26.45
2203271,33.34,10.04,1.1,22.2,1.37,54.43,0,10.86
2203305,62.26,24.98,4.38,32.89,1.31,9.42,0.8,26.21
2203354,46.75,15.26,2.88,28.61,2.99,40.47,0.51,9.28
2203404,55.94,12.68,3.4,39.86,1.71,11.33,0.11,30.91
2203420,63.26,16.32,1.26,45.68,0,21.36,0,15.38
2203453,24.46,4.87,2.83,16.76,6.47,55.23,0,13.84
2203503,57.45,21.94,1.48,34.03,5.89,16.24,0.09,20.32
2203602,58.74,16.79,7.55,34.4,2.88,16.4,1.76,20.22
2203701,60.32,14.71,4.61,41,1.62,13.4,0.62,24.04
2203750,30.01,12.43,0,17.58,2.39,43.96,0,23.64
2203800,38.91,16.23,2.69,19.99,4.07,43.16,0,13.86
2203859,43.89,15.83,0.43,27.63,0.29,46.4,0,9.42
2203909,67.76,33.03,7.81,26.92,1.07,5.94,1.35,23.88
2204006,52.96,22.69,1.41,28.86,4.21,25.39,0.24,17.2
2204105,64.23,29.87,1.33,33.02,0.57,15.06,0,20.14
2204154,64.77,17.76,13.78,33.22,3.28,16.08,0.32,15.55
2204204,45.62,8.11,6.23,31.28,1.82,13.62,0.22,38.71
2204303,57.58,22.16,7.19,28.22,2.56,9.44,0.36,30.06
2204352,46.67,15.38,2.5,28.79,2.02,37.55,0,13.76
2204402,55.9,15.2,1.12,39.57,1.03,18.18,0.56,24.33
2204501,73.33,27.37,9.98,35.97,1.76,4.28,0.77,19.86
2204550,63.31,17.58,0,45.73,3.16,21.19,0.35,11.99
2204600,65.5,29.03,3.94,32.54,5.13,18.88,0,10.48
2204659,41.41,9.8,9.72,21.89,3.38,10.82,0.14,44.25
2204709,46.34,8.76,5.9,31.68,3.66,24.64,0.71,24.66
2204808,51.9,12.6,6.08,33.22,1.95,22.11,0.26,23.78
2204907,39.72,16.76,3.11,19.84,7.87,32.9,0.19,19.32
2205003,39.78,10.2,3.42,26.17,5.96,38.93,0.08,15.24
2205102,51.88,12.21,9.44,30.23,1.46,18.55,1.73,26.39
2205151,53.93,11.64,2.76,39.53,1.96,31.34,0.1,12.67
2205201,44.17,11.82,5.96,26.39,2.32,26.87,0.44,26.19
2205250,61.86,16.69,0.17,45,1.47,27.35,0,9.33
2205276,41.41,5.87,4.77,30.76,2.88,30.38,0,25.33
2205300,63.21,26.32,1.91,34.97,3.11,12.49,0,21.2
2205359,37.8,8.93,4.29,24.58,10.78,36.03,0.35,15.04
2205409,48.03,10.4,1.61,36.02,4.29,21.87,0.13,25.69
2205458,51.46,16.22,0.15,35.1,1.13,16.71,0.24,30.46
2205508,58.25,21.84,4.04,32.36,3.79,15.91,1.01,21.03
2205516,52.29,10.54,7.48,34.27,7.04,22.32,0.42,17.93
2205524,36.68,5.94,13.24,17.5,2.87,47.65,0.19,12.61
