"city_code","employed","employed.privateFormal","employed.publicFormal","employed.informal","employed.noWage","employed.subsistence","employed.owner","employed.self"
4107751,75.49,49.5,3.12,22.87,2,3.59,1.04,17.88
4107801,79.39,55.85,1.08,22.46,0.43,0.86,3.13,16.18
4107850,40.95,23.31,3,14.63,3.95,6.82,0.67,47.62
4107900,73.78,50.36,10.8,12.61,0.24,0.59,0.38,25.01
4108007,87.78,73.35,1.67,12.76,0.48,0.4,1.37,9.97
4108106,77.5,53.37,0.82,23.31,2.02,1.66,0.63,18.19
4108205,53.82,27.18,3.18,23.46,0.68,4.32,1.93,39.24
4108304,68.71,43.85,5.21,19.65,1.57,0.68,3.46,25.58
4108320,65.13,32.83,4.46,27.84,2.81,5.73,1.83,24.5
4108403,69.23,48.92,5.56,14.75,1.7,2.83,3.2,23.03
4108452,67.15,39.45,1.49,26.22,2.37,13.93,0.25,16.29
4108502,73.12,49.16,1.69,22.26,1.06,6.28,2.53,17.02
4108551,45.6,22.75,2.03,20.83,5.16,13.82,0.69,34.74
4108601,73.59,45.71,1.86,26.02,1.13,1.38,2.41,21.48
4108650,31.6,13.37,4.09,14.14,9.87,20.81,0,37.72
4108700,52.04,20.68,0.44,30.92,10.29,2.62,4.39,30.66
4108809,62.67,34.28,4.19,24.2,3.61,3.55,4.2,25.97
4108908,79.57,39.7,4.29,35.58,0.79,0.58,3.01,16.06
4108957,33.83,14.54,0.34,18.96,11.34,4.21,1.05,49.57
4109005,70.65,42.63,2.9,25.12,0.98,3.38,3.43,21.56
4109104,87.41,54.36,2.58,30.47,0.25,0.35,0,11.99
4109203,75.55,51.98,1.33,22.24,1.76,3.66,2.52,16.5
4109302,53.02,31.18,2.02,19.82,6.2,11.47,1.9,27.41
4109401,74.01,48.85,5.45,19.71,1.1,2.12,3.08,19.68
4109500,43.7,21.94,5.14,16.62,2.55,7.57,0.11,46.07
4109609,59.76,36.47,5.9,17.39,1.36,0.59,2.09,36.2
4109658,44.52,16.2,5.61,22.7,10.75,10.14,1.58,33.01
4109708,71.52,41.49,3.78,26.25,1.92,2.54,2.86,21.16
4109757,64.31,37.42,4.67,22.22,3.64,8.26,1.98,21.81
4109807,74.25,55.3,4.05,14.9,0.57,0.76,2,22.41
4109906,73.9,39.88,4.42,29.6,1.41,2.6,1.82,20.27
4110003,79.22,49.19,5.09,24.94,1.08,1.46,1.67,16.57
4110052,62.43,24.87,11.26,26.29,1.22,11.2,1.5,23.66
4110078,66.16,43.51,1.23,21.42,5.33,14.23,1.77,12.51
4110102,61.33,40.94,1.67,18.72,3.82,6.3,2.25,26.3
4110201,60.17,28.77,5.46,25.94,3.34,13.64,0.84,22.01
4110300,77.05,46.62,12.78,17.65,1.29,0.64,1.56,19.46
4110409,76.66,45.63,7.04,23.98,2.83,1.98,1.68,16.85
4110508,44.36,23.74,4,16.62,1.9,6.16,1.4,46.18
4110607,65.55,36.61,4.1,24.85,3.64,2.64,4.26,23.91
4110656,55.97,23.19,8.44,24.34,9.06,5.72,1.2,28.05
4110706,62.97,44.7,3.26,15.01,2.33,3.77,1.76,29.16
4110805,55.56,27.43,3.32,24.81,2.81,5.7,0.99,34.94
4110904,69.07,46.3,4.93,17.83,3.08,1,1.7,25.14
4110953,67.98,42.93,3.53,21.52,3.36,1.66,2.31,24.69
4111001,75.46,50.88,1.14,23.45,1.02,2.11,1.52,19.88
4111100,78.63,61.54,2.43,14.67,0.12,0.77,0.56,19.91
4111209,62.96,37.33,0.96,24.67,0.44,6.57,2.12,27.91
4111258,76.76,54.39,1.45,20.93,0.61,6.61,1.69,14.33
4111308,79.01,45.81,11.31,21.89,0.73,2.6,0.58,17.09
4111407,38.22,17.95,2.23,18.03,4.18,6.83,0.84,49.93
4111506,62.79,31.91,6.62,24.26,1.52,4.88,3.25,27.57
4111555,81.92,58.82,5.53,17.56,0.45,2.68,0.47,14.49
4111605,74.36,50.13,9.03,15.21,0,0.94,1.89,22.81
4111704,57.17,21.14,1.09,34.95,2.11,1.21,2.05,37.45
4111803,80.78,61.54,2.48,16.76,0.4,0.97,1.72,16.14
4111902,80.87,59.05,1.55,20.26,1.31,2.02,2.45,13.36
4112009,77.5,55.33,3.46,18.71,1.37,3,1.32,16.8
4112108,70.06,44.9,4.12,21.04,1.22,2.03,2.21,24.48
4112207,62.58,27.35,2.1,33.14,1.28,6.51,2.6,27.03
4112306,66.11,25.75,1.79,38.57,0.8,3.26,0.34,29.49
4112405,74.24,46.49,0.87,26.88,0.89,0.37,2.39,22.11
4112504,55.47,25.03,1.17,29.28,2.7,20.68,1.6,19.54
4112603,76.22,47.25,8.25,20.71,1.1,0.56,2.63,19.48
4112702,80.78,53.72,4.14,22.92,0.2,1.2,1.27,16.54
4112751,60.91,28.23,2.82,29.86,1.62,4.58,1.67,31.23
4112801,68.69,49.21,2.1,17.38,1.41,1.39,2.35,26.17
4112900,63.59,29.85,0.18,33.56,5.19,11.51,0.89,18.82
4112959,61.97,32.48,1.9,27.58,0.95,1.32,2.03,33.72
4113007,79.96,61.16,2.38,16.42,0,1.23,2.16,16.65
4113106,65.23,35.87,1.48,27.88,1,2.9,2.11,28.76
4113205,63.67,44.6,4.65,14.42,1.9,7.35,1.83,25.24
4113254,45.74,16.71,0.47,28.55,3.43,21.62,0,29.21
4113304,63.27,35.1,4.46,23.72,2.05,6.92,2.3,25.46
4113403,82.67,48.97,2.13,31.58,0.3,0.91,1.72,14.39
4113429,54.54,16.23,8.52,29.79,1.06,3.09,0,41.32
4113452,53.65,29.56,6.17,17.92,1.58,7.2,0.15,37.41
4113502,70.29,44.22,3.95,22.12,2.42,1.11,3.51,22.68
4113601,77.54,54.76,6.78,16,0.13,1.59,1.98,18.75
4113700,74.26,55.9,3.91,14.46,1.28,0.49,3.88,20.08
4113734,68.98,34.88,6.34,27.76,3.57,6.76,0.65,20.04
4113759,60.56,21.34,4.14,35.08,1.15,11.21,1.57,25.51
4113809,78.46,50.81,3.46,24.2,3.86,2.11,1.14,14.43
4113908,48.65,30.77,3,14.88,1.94,9.26,2.23,37.93
4114005,60.32,35.84,2.75,21.72,3.65,5.08,2.54,28.43
4114104,80.7,59.26,4.17,17.27,0.57,1.11,1.69,15.93
4114203,74.52,52.2,2.32,20.01,1.81,0.99,3.77,18.91
4114302,56.26,37.73,4.58,13.95,0.96,7.9,0.44,34.44
4114351,38.3,17.89,4.08,16.33,14.77,16.36,0,30.56
4114401,61.04,31.36,7.13,22.56,4.2,9.61,2.32,22.82
4114500,48.03,19.16,3.56,25.31,4.3,4.53,3.48,39.67
4114609,65.98,48.57,3.65,13.75,1.18,2.98,4.93,24.93
4114708,70.16,35.79,4.88,29.48,1.44,3.6,1.7,23.11
4114807,70.8,43.5,2.8,24.5,0.42,0.51,3.76,24.51
4114906,67.72,34.32,1.12,32.28,2.85,3.58,0.89,24.95
4115002,74.94,43.01,1.51,30.42,0.7,2.71,1,20.65
4115101,69.89,41.59,4.49,23.82,2.18,2.88,1.49,23.55
4115200,73.02,53.89,5.5,13.63,0.8,0.2,5.41,20.57
4115309,58.17,35.28,2.97,19.92,8.51,2.24,2.91,28.17
4115358,46.38,29.57,2.95,13.86,4.78,4.62,1.04,43.18
4115408,49.52,29.76,2.72,17.04,5.57,4.01,2.95,37.95
4115457,32.99,9.44,2.7,20.86,8.11,24.29,0.18,34.43
4115507,78.62,48.59,0.81,29.22,2.82,3.43,0.27,14.87
4115606,63.43,39.72,4.69,19.03,3.99,1.4,1.18,30
4115705,64.2,35.77,9.4,19.02,1.9,0.82,4.12,28.96
4115739,39.71,13.95,3.96,21.8,16.56,26.51,0.12,17.1
4115754,74.83,49.25,0.68,24.89,1.77,3.92,1.46,18.02
4115804,71.09,50.94,3.68,16.46,1.6,1.11,4.6,21.6
4115853,48.44,29.92,5.23,13.28,1.15,12.55,1.57,36.29
4115903,86.17,53.8,11.01,21.37,0.77,0.45,0,12.61
4116000,79.72,57.89,0.49,21.34,0,1.69,0.68,17.91
4116059,53.08,30.07,6.09,16.93,3.08,10.29,3.18,30.36
4116109,71.73,40.92,7.04,23.77,2.48,6.76,1.28,17.76
4116208,58.19,38.63,1.92,17.63,3.2,7.37,1.41,29.83
4116307,73.37,41.11,5.91,26.34,0,2.01,0.29,24.33
4116406,84.35,67.24,2.1,15.01,0.16,1.75,1.43,12.31
4116505,82.78,44.45,13.43,24.9,0.72,2.96,1.61,11.93
4116604,82.53,47.17,1.54,33.82,0.52,1.64,0.89,14.42
4116703,61.96,36.05,3.02,22.9,2.95,6.14,2.37,26.59
4116802,51.1,21.33,0.28,29.49,7.75,4.19,1.28,35.68
4116901,71.77,43.86,5.17,22.74,0.43,1.51,3.25,23.03
4116950,50.93,27.53,5.84,17.56,8.15,13.02,0.87,27.03
4117008,73.84,36.19,3.68,33.96,1.53,3.05,4,17.58
4117057,34.99,13.08,2.81,19.1,6.36,20.8,1.08,36.79
4117107,73.87,44.21,5.73,23.93,2.38,1.91,4.75,17.09
4117206,73.7,42.34,5.22,26.15,2.13,2.48,1.43,20.26
4117214,69.43,22.77,7.4,39.26,0.13,2.68,1.06,26.71
4117222,51.62,28.31,3.5,19.81,6.15,3.53,2.16,36.54
4117255,49.48,23.69,4.36,21.43,1.95,12.5,2.99,33.08
4117271,41.35,17.06,2.01,22.27,8.64,16.8,1.94,31.27
4117297,52.53,22.9,2.46,27.16,4.78,2.49,0.62,39.59
4117305,49.49,24.65,1.56,23.28,10.58,13.83,1.07,25.03
4117404,79.45,51.12,4.74,23.59,1.6,0.86,1.37,16.72
4117453,72.21,53.42,0.72,18.06,3.62,1.34,0.34,22.48
4117503,80.37,62.83,3.49,14.04,0.2,0.7,1.16,17.58
4117602,76.59,54.73,2.5,19.36,2.71,1.55,2.11,17.04
4117701,57.96,35.38,6.49,16.09,2.16,11.12,2.26,26.5
4117800,48.39,19.91,2.24,26.24,6.37,11,1.6,32.64
4117909,69.46,47.03,4.33,18.1,3.35,2.44,2.26,22.49
4118006,81.03,60.48,3.4,17.14,1.1,1.19,4.37,12.31
4118105,81.44,60.34,3.91,17.19,0.56,0.24,0.08,17.68
4118204,75.53,55.06,3.37,17.1,1.34,1.13,2.05,19.95
4118303,86.68,60.68,4.09,21.91,1.99,0,0.56,10.77
4118402,70.33,45.56,4.32,20.45,1.61,0.84,4.78,22.44
4118451,64.46,44.52,7.57,12.36,2.62,1.49,2.59,28.84
4118501,73.62,56.12,3.6,13.9,1.51,0.97,3.2,20.7
4118600,61.22,33.49,1.32,26.41,1.35,13.61,1.45,22.38
4118709,34.05,19.25,0.89,13.92,1.66,14.38,1.52,48.38
4118808,67.43,46.64,2.13,18.66,0.62,1.86,1.33,28.76
4118857,73.91,48.73,4.91,20.27,0.43,9.82,0.68,15.16
4118907,70.35,46.5,2.01,21.84,0.88,0.95,2.82,25
4119004,35.92,15.65,6.24,14.03,3.39,3.5,1.97,55.23
4119103,50.73,37.36,1.71,11.66,4.68,5.16,0.85,38.58
4119152,79.12,63.44,3.06,12.62,0.98,0.15,1.98,17.78
4119202,56.6,19.22,2.82,34.55,5.42,2.22,1.74,34.02
4119251,37.69,16.33,6.38,14.98,5.64,3.12,1.14,52.4
4119301,57.38,30.72,2.36,24.3,4.33,15.47,1.56,21.26
4119400,73.93,45.59,1.16,27.18,1.55,4.12,1.75,18.64
4119509,80.08,60.68,3.59,15.81,1.54,0.52,0.99,16.88
4119608,49.31,25.56,2.39,21.36,3.54,10.54,3.49,33.13
4119657,75.2,42.81,6.29,26.1,1.96,0,0.3,22.54
4119707,73.94,32,7.74,34.2,0.68,2.86,1.53,21
4119806,39.4,19.77,4.3,15.32,4.74,11.02,1.48,43.36
4119905,75.21,57.96,3.71,13.53,0.77,0.82,3.23,19.96
4119954,59.53,28.8,7.15,23.58,1.55,0.71,3.09,35.13
4120002,86.7,69.54,1.92,15.24,0.41,1.27,1.02,10.61
4120101,75.19,55.43,2.24,17.53,2.7,4.46,3.26,14.38
4120150,31.76,13.62,0.11,18.03,4.35,13.99,0.14,49.76
4120200,78.45,26.94,11.18,40.33,0.19,3.31,1.19,16.86
4120309,60.46,38.38,0.36,21.72,2.84,7.52,2.68,26.5
4120333,77.99,59.57,1.65,16.77,0.72,1.15,2.3,17.83
4120358,55.34,26.88,7.37,21.09,4.63,6.27,1.84,31.92
4120408,80.59,58.98,8.41,13.2,0.56,0.56,1.14,17.14
4120507,70.66,40.35,1.94,28.37,0.73,1.28,1.7,25.63
4120606,39.71,23.55,1.84,14.32,4.83,11.64,1.96,41.85
4120655,73.15,44.68,3.01,25.46,0.94,2.99,0.59,22.32
4120705,74.45,43.55,3.64,27.26,0.91,1.16,1.99,21.49
4120804,81.57,59.85,6.71,15.01,1.01,1.31,1.03,15.07
4120853,56.34,35.73,6.98,13.63,3.32,2.09,1.85,36.4
4120903,54.01,34.74,3.14,16.13,3.18,16.82,1.61,24.38
4121000,54.38,22.53,4.73,27.12,4.51,6.63,2.29,32.19
4121109,73.81,45.35,3.65,24.81,1.68,7.38,2.79,14.33
4121208,44.27,26.22,2.94,15.11,1.57,8.22,1.03,44.9
4121257,55.93,38.05,1.56,16.32,0.95,6.32,0.63,36.17
4121307,67.46,42.93,0.29,24.24,2.4,8.53,4.69,16.92
4121356,65.89,32.63,8.12,25.14,2.31,3.13,2.11,26.56
4121406,64.93,35.3,3.59,26.04,2.21,3.84,4.45,24.57
4121505,48.16,28.18,2.31,17.67,4.11,11.62,1,35.1
4121604,43.98,21.67,3.97,18.34,8.49,7.79,2.43,37.32
4121703,63,32.47,0.54,29.99,9.66,3.64,0.95,22.75
4121752,61.37,37.7,3.62,20.04,1.5,9.99,2.28,24.86
4121802,72.92,49.25,1.82,21.84,0.97,3.07,2.37,20.67
4121901,70.86,35.35,1.71,33.8,2.4,7.15,3.29,16.3
4122008,33.13,16.72,3.48,12.93,5.9,10.04,1.05,49.87
4122107,60.99,38.2,0.98,21.81,1.87,0.9,0,36.24
4122156,24.77,13.23,0.59,10.95,15.54,15.13,0.69,43.88
4122172,61.32,25.43,8.83,27.06,9.72,10.31,1.34,17.32
4122206,70.57,52.79,0.88,16.9,3.2,2.51,0.82,22.9
4122305,65.86,49.47,3.85,12.54,0.76,3.31,2.5,27.58
4122404,78.03,62.9,1.85,13.28,0.71,0.52,2.27,18.48
4122503,56.45,25.7,2.2,28.55,6.99,14.08,1.8,20.69
4122602,81.14,54.98,2.53,23.63,0.89,1.03,2.75,14.18
4122651,49.5,21.9,3.27,24.34,4.86,21.27,0,24.37
4122701,71.58,46.8,2.42,22.37,1.69,4.66,1.6,20.47
4122800,42.28,16.77,7.36,18.15,1,6.1,1.92,48.7
4122909,54.34,26.78,2.55,25.01,3.93,12.08,0.98,28.67
4123006,53.15,34.42,2.39,16.34,7.75,3.84,0.94,34.32
4123105,72.41,42.65,1.87,27.9,0.18,2.11,1.63,23.67
4123204,63.93,36.26,1.02,26.64,2.65,1.78,0.67,30.96
4123303,65.58,30.02,4.58,30.98,3.94,3.88,2.24,24.35
4123402,76.67,47.51,4.62,24.55,0.39,1.11,2.25,19.58
4123501,57.46,36.17,4.17,17.12,2.7,5.87,3.09,30.88
4123600,82.44,51.85,5.28,25.31,0.6,1.45,0.82,14.69
4123709,70.22,38.21,3.85,28.16,1.86,2.4,2.66,22.86
4123808,55.18,28.41,5.69,21.09,0.57,5.83,0.86,37.56
4123824,60.76,23.97,10.46,26.33,0.66,4.41,0.43,33.75
4123857,43,16.75,1.11,25.14,5.73,15.16,0.18,35.94
4123907,73.53,48.1,2.41,23.02,2.61,3.91,2,17.95
4123956,59.62,30.16,11.95,17.51,2.48,2.04,1.2,34.67
4124004,60.19,24.87,3.86,31.47,3.26,5.28,0.81,30.47
4124020,76.78,51.41,3.11,22.26,0.6,1.64,1.8,19.19
4124053,69.66,41.41,4.26,23.99,1.27,2.68,2.53,23.87
4124103,73.91,52.72,2.1,19.08,0.79,1.33,3.19,20.78
4124202,90.54,61.25,5.31,23.98,0,3.3,0.22,5.94
4124301,68.8,38.99,5.89,23.92,3.82,0.8,1.67,24.91
4124400,59.86,31.55,4.34,23.96,4.25,4.71,2.2,28.98
4124509,71.69,45.37,7.63,18.69,0.59,1.39,3.73,22.6
4124608,83.85,55.87,0.9,27.07,0.09,0.1,1.19,14.78
4124707,53.19,21.13,1.52,30.53,2.53,6.9,0.99,36.39
4124806,57.58,32.21,5.78,19.59,4.47,5.43,2.38,30.14
4124905,81.12,49.91,6.59,24.62,0.45,2.64,2.66,13.14
4125001,72.17,37.68,4.88,29.61,2.75,4.2,1.9,18.98
4125100,37.64,16.66,1.55,19.43,4.61,9.89,0.91,46.96
4125209,55.73,37.95,0.26,17.52,1.8,7.39,1.93,33.15
4125308,72.65,44.6,4.29,23.76,0.42,1.02,1.5,24.42
4125357,67.47,32.6,1.09,33.77,1.04,2.53,1.35,27.61
4125407,56.63,24.96,2.5,29.17,4.68,6.77,1.75,30.17
4125456,60.6,36.52,3.53,20.54,3.06,2.14,1.8,32.41
4125506,76.55,62.33,3.38,10.84,1.12,0.67,1.9,19.75
4125555,76.07,32.87,16.07,27.13,1.04,5.07,1.31,16.51
4125605,59.06,42.12,2.51,14.43,3.88,7.71,1.7,27.64
4125704,62.09,38.44,3.32,20.32,2.31,5.95,3.53,26.12
4125753,60.2,37.93,0.85,21.42,10.57,4.02,0.46,24.75
4125803,76.31,56.84,0.94,18.53,5.21,0.09,1.79,16.6
4125902,77.02,45.79,1.87,29.36,0.9,0.69,1.8,19.59
4126009,78.84,48.36,3.49,27,0.54,1.96,0.9,17.76
4126108,81.2,56.04,10.39,14.77,1.05,0.58,0.43,16.75
4126207,60.26,26.42,5.01,28.83,3.45,13.85,1.45,21
4126256,79.06,61.59,1.53,15.94,0.85,0.47,0.73,18.9
4126272,59.2,29.36,3.23,26.62,6.55,9.62,3.06,21.56
4126306,74.28,48.88,4.28,21.12,3.13,8,1.92,12.67
4126355,42.88,22.46,5.76,14.66,0.63,9.32,2.4,44.76
4126405,77.12,47.29,1.61,28.22,0.25,0.22,4.01,18.4
4126504,74.14,53.03,0.98,20.12,0.67,0.95,1.67,22.57
4126603,73.61,50.93,2.83,19.85,0.23,1.23,2.75,22.19
4126652,50.8,18.31,6.01,26.48,0,5.43,0,43.77
4126678,65.45,27.87,3.07,34.51,1.38,7.27,1.41,24.49
4126702,79.42,50.18,4.63,24.61,0.16,1.55,1.58,17.29
4126801,82.41,65.03,1.43,15.95,0.89,0.29,1.6,14.81
4126900,64.38,30.35,7.38,26.65,2.16,9.18,3,21.29
4127007,47.5,29.75,5.1,12.66,5.25,9.61,0.69,36.95
4127106,80.71,65.04,2.71,12.96,0.44,1.61,2.3,14.93
4127205,80.06,59.48,2.46,18.12,0.39,1.46,2.77,15.32
4127304,73.99,46.98,4.77,22.24,1.56,2.22,2.65,19.58
4127403,65.89,41.57,4.11,20.2,2.31,5.98,2.18,23.65
4127502,71.29,43.29,2.39,25.6,2.01,6.63,1.39,18.69
4127601,54.46,31.75,2.75,19.96,1.46,12.01,0.86,31.2
4127700,72.82,56.39,3.83,12.6,2.01,1.88,3.79,19.5
4127809,59.62,26.05,3.03,30.54,4.79,6.92,1.02,27.64
4127858,43.14,14.41,5.51,23.22,3.47,10.93,1.12,41.35
4127882,79.58,59.83,7.1,12.65,0.15,4.04,0.93,15.31
4127908,75.18,45.35,1.3,28.53,0.09,0.73,0.03,23.98
4127957,56.18,28.04,2.46,25.68,4.25,6.05,0.75,32.77
4127965,62.85,32.92,2.18,27.74,6.1,8.13,2.03,20.9
4128005,69.81,34.47,3.08,32.26,1.89,3.07,2.72,22.51
4128104,73.23,52.3,2.7,18.23,1,0.74,2.98,22.05
4128203,73.93,51.81,5.05,17.07,1.05,2.17,2.99,19.86
4128302,82.32,45.66,17.61,19.05,0.26,1.13,1.07,15.22
4128401,71.53,43.89,1.25,26.39,1.31,2.29,1.67,23.2
4128500,64.5,31.94,4.09,28.47,1.81,5.86,2.67,25.15
4128534,68.72,50.4,1.5,16.81,3.99,8.89,2.43,15.97
4128559,59.48,35.12,2.19,22.16,1.39,8.98,2.32,27.83
4128609,46.55,24.03,1.65,20.87,9.27,7.17,1.7,35.31
4128625,75.15,26.37,21.78,26.99,0.94,2.01,1.53,20.37
4128633,46.18,20.09,6.86,19.23,0.38,18.39,0.24,34.8
4128658,39.83,18.49,4.1,17.24,8.64,8.6,2.38,40.55
4128708,57.84,37.42,3.44,16.98,3.83,4.74,1.34,32.25
4128807,74.43,40.78,2.45,31.2,0.1,4.34,0.54,20.58
4200051,38.42,14.2,8,16.23,4.22,5.27,3.18,48.91
4200101,52.74,32.48,4.14,16.11,6.64,13.61,1.38,25.62
4200200,64.32,52.68,1.89,9.75,1.74,6.31,2.82,24.82
4200309,44.62,37.34,3.62,3.67,1.07,4.38,1.92,48.01
4200408,55.29,36.76,5.46,13.07,2.04,13.8,2.05,26.82
4200507,48.99,35.46,3.93,9.59,2.87,11.77,1.23,35.15
4200556,43.24,24.78,5.66,12.79,0.35,3.65,1.24,51.52
4200606,49.42,30.76,4.93,13.73,7.29,2.57,0.98,39.74
4200705,36.71,20.76,5.08,10.86,3.9,15.62,1.76,42.02
4200754,35.68,26.03,1.59,8.05,0.65,21.26,0.67,41.74
4200804,48.91,19.56,5.39,23.97,7.77,5.97,3.17,34.18
4200903,36.41,21.91,6.29,8.21,2.29,24.84,3.41,33.05
4201000,47.99,25.91,8.66,13.41,3.88,23.02,1.68,23.43
4201109,39.6,21.64,2.29,15.67,3.67,8.68,0,48.04
4201208,49.17,36.56,4.28,8.33,2.25,2.88,1.58,44.12
4201257,61.58,52.13,3.93,5.52,4.25,8.29,2.55,23.32
4201273,33.96,20.74,3.98,9.24,1.34,21.95,2.27,40.48
4201307,75.97,64.02,1.28,10.67,1.34,2.27,1.93,18.49
4201406,69.58,48.69,3.79,17.11,1.27,2.43,3.82,22.9
4201505,61.37,46.66,1.43,13.29,4.32,2.89,3.86,27.56
4201604,57.39,38.8,5.13,13.46,0.37,4.8,3.15,34.28
4201653,40.81,19.08,7.4,14.34,2,3.1,1.08,53
4201703,76.85,69.55,2.79,4.51,0.43,1.01,2.21,19.51
4201802,41.47,33.11,2.11,6.26,2.26,14.89,2.93,38.45
4201901,40.43,24.96,2.24,13.23,3.08,10.55,0.39,45.56
4201950,55.67,36.49,3.85,15.32,1.7,3.54,1.9,37.19
4202008,66.37,51.4,4.29,10.69,1,0.25,5.89,26.49
4202057,57.33,31.97,7,18.36,1.4,1.53,3.12,36.62
4202073,57.17,31.54,6.69,18.94,1.62,2.28,3.76,35.17
4202081,44.95,23.64,0.53,20.78,12.66,2.48,0.5,39.41
4202099,26.67,12.51,4.13,10.02,0.96,8.37,0,64
4202107,62.12,42.97,3.8,15.35,1.28,0.86,3.14,32.61
4202131,33.62,16.33,0.61,16.68,2.53,16.95,0.34,46.55
4202156,36.32,17.25,7.09,11.98,23.92,3.05,1.11,35.61
4202206,73.87,64.87,1.26,7.74,1.36,6.25,1.04,17.49
4202305,77.98,59.08,4.97,13.93,0.89,0.85,1.56,18.71
4202404,77.8,68.04,3.05,6.71,0.55,0.43,3.54,17.69
4202438,55.15,20.98,14.04,20.14,1.09,6.7,1.53,35.53
4202453,66.65,41.87,7.06,17.72,0.57,0.36,5.21,27.22
4202503,63.68,34.47,7.93,21.27,1.69,3.82,2.18,28.64
4202537,62.53,46.64,1.75,14.14,1.08,8.2,0.43,27.76
4202578,24.46,10.52,6.67,7.26,8.22,8.09,1.78,57.46
4202602,67.49,41.65,5.65,20.19,2.62,4.19,2.12,23.57
4202701,63.85,55.25,1,7.6,1.32,6.1,2.62,26.11
4202800,72.31,56.83,1.33,14.15,1.04,1.17,3.74,21.75
4202859,61.48,49.07,3.15,9.26,2.23,5.46,1.78,29.05
4202875,36.07,18.54,5.29,12.23,4.91,15.31,0.58,43.13
4202909,76.94,68.6,1.2,7.14,0.61,0.83,3.74,17.88
4203006,78.92,65.32,4.4,9.2,0.91,1.76,2.48,15.94
4203105,45.95,27.53,2.18,16.25,5.1,5.12,2.2,41.63
4203154,69.66,38.9,10.51,20.25,6.27,5.07,1.46,17.54
4203204,75.95,60.14,3.28,12.53,1.29,0.35,2.34,20.07
4203253,57.37,34.48,7.21,15.68,2.13,15.29,1.01,24.19
4203303,63.89,43.79,2.67,17.43,1.02,5.28,1.74,28.07
4203402,55.39,24.93,3.83,26.62,2.04,11.69,1.1,29.77
4203501,53.81,22.96,10.03,20.82,3.29,6.02,2.83,34.05
4203600,70.31,46.44,6.1,17.76,1.08,2.64,4.4,21.57
4203709,72.01,54.68,1.9,15.43,0.19,1.36,1.12,25.32
4203808,66.79,49.55,2.78,14.46,1.36,3.12,2.58,26.15
4203907,78.9,64.72,2.25,11.93,0.21,1.73,2.22,16.94
4203956,81.19,61.68,6.57,12.93,1.09,0.95,1.4,15.37
4204004,79.46,59.09,3.42,16.95,0.27,0.82,3.3,16.14
4204103,44.96,21.65,3.4,19.91,6.95,6.03,0.32,41.74
4204152,42.22,18.62,13.49,10.12,3.11,16.96,1.7,36.01
4204178,34.56,12.75,6.78,15.03,4.85,26.13,0.92,33.54
4204194,21.95,10.18,5.39,6.37,13.66,10.6,0.07,53.73
4204202,76.05,61.34,4.58,10.13,1.58,0.99,3.7,17.67
4204251,75.28,61.32,1.72,12.24,1.14,3.08,4.15,16.35
4204301,66.01,53.41,2.97,9.63,1.63,5.42,4.01,22.93
4204350,60.19,47.6,4.73,7.85,1.43,1.72,2.55,34.11
4204400,54.78,39.71,1.9,13.18,1.14,1.22,0.45,42.41
4204459,37.94,16.63,4.55,16.76,5.27,10.32,0.22,46.25
4204509,68.19,57.66,0.31,10.22,1.85,3.03,2.04,24.89
4204558,70.1,50.26,4.36,15.48,2.07,6.32,1.39,20.11
4204608,76.43,60.65,3.04,12.74,1.13,0.96,4.42,17.07
4204707,48.51,31.48,4.09,12.94,5.45,5.9,1.4,38.75
4204756,33.62,19.72,4.92,8.98,28.9,3.26,1.76,32.46
4204806,74.88,48.95,5.4,20.53,0.97,3.32,2.6,18.23
4204905,37.19,21.76,4.83,10.6,9.33,6.3,2.66,44.52
4205001,53.44,26.5,5.51,21.43,5.25,6.85,0.94,33.52
4205100,50.82,36.41,3.59,10.82,2.55,5.32,3.26,38.04
4205159,69.38,59.04,5.38,4.96,0.86,1.73,6.22,21.8
4205175,51.04,26.96,12.49,11.59,2.86,7.52,0.14,38.44
4205191,50.92,21.12,8.01,21.79,8.03,7.54,1.2,32.32
4205209,61.22,45.09,5.02,11.1,0.58,3.2,3.68,31.33
4205308,70.84,56.54,1.22,13.08,1.18,2.08,3.48,22.41
4205357,32.12,12.25,8.58,11.3,1.73,20.65,0.87,44.62
4205407,74.74,53.22,10.4,11.13,1.14,0.28,4.08,19.77
4205431,39.1,19.85,6.71,12.54,4.49,3.34,0.15,52.92
4205456,74.5,61.36,0.21,12.92,1.29,3.2,0.53,20.49
4205506,79.24,65.15,3.84,10.25,0.7,2.16,3.66,14.23
4205555,40.82,10.9,17.3,12.62,18.16,7.97,0.29,32.76
4205605,43.96,19.18,11.63,13.15,6.91,3.68,1.16,44.29
4205704,61.77,39.37,4.67,17.73,1.16,2.81,4.28,29.98
4205803,72.12,50.02,3.63,18.47,0.98,3.48,3.27,20.15
4205902,73.51,60.87,1.44,11.2,0.6,1.14,3.42,21.33
4206009,72.4,53.08,5.65,13.67,0.34,2.08,2.56,22.63
4206108,43.49,30.37,4.14,8.98,4.28,3.59,8.77,39.88
4206207,77.4,58.55,3.38,15.47,0.54,2.83,3.39,15.84
4206306,79.79,63.61,1.4,14.78,0.34,2.01,2.39,15.47
4206405,45.93,26.41,3.54,15.98,5.46,7.71,2.83,38.07
4206504,80.42,71.89,0.43,8.1,0.84,2.75,1.9,14.09
